mint,status,mint_auth_live,freeze_auth_live,top1_pct,top10_pct,total_holders,lp_providers,liquidity_usd,creator_tokens,insiders_detected,launchpad,rugged,score,risks
Ggp5ZVX1or25RBdnS9UbNK3whCU7pGtr7mX2SNZfpump,ok,0,0,87.3832,92.4015,2068,0,7251.51,,0,unknown,0,716,Low Liquidity
9842n1ga6SCZWA49stmdX7WoN3dw3FaDeJjNfxFzpump,ok,0,0,95.9607,98.9848,954,0,7046.96,,0,unknown,0,886,Low Liquidity
4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,ok,0,0,56.2952,67.8859,17489,2,38875.38,,1,unknown,0,1,
3UhxA8jBKYEhJQxG9VzNYFFGkZ5brZtWMuTvbb4rpump,ok,0,0,96.8335,98.5149,1412,0,4000.82,,0,unknown,0,591,Low Liquidity
F56CBPrnvvbs88zqnno97r9ybnh58RSeSxz63eoapump,ok,0,0,90.1105,97.2098,1095,0,5224.57,,0,unknown,0,784,Low Liquidity
AHyxrbDaL3MErAiHnhpeUKLriKFszs346UPxv5gZpump,ok,0,0,86.4589,96.9157,2516,0,5935.57,,0,unknown,0,310,Low Liquidity
3BbXLmyMgw5heMMxW8ffeZNTp2D7NHArw5ic4Qwrpump,ok,0,0,98.0614,98.9237,1335,0,3896.97,,0,unknown,0,804,Low Liquidity
BzGJHCL5UZBAg6X1DiJuDH6Uqu8SJPJehmnKjUepump,ok,0,0,55.7033,100.0,17,0,0.0,,0,unknown,0,5986,Low Liquidity|Single holder ownership|Mutable metadata
79MMMbH1rWGR1WVhsPu5aqQeACTcn1awrybDBwiRpump,ok,0,0,94.4511,98.4122,912,0,4212.32,,0,unknown,0,806,Low Liquidity
DCzNb9o99hfaFaKZzZnuC8VP2N2Ebta1Zr9gk1gHpump,ok,0,0,95.6105,99.0078,945,0,0.01,,0,unknown,0,14500,Large Amount of LP Unlocked|Low Liquidity|Low amount of LP Providers
CymAEsmuXuGKStpYtdWfEeUn48cFm9QWKMnhKm8ipump,ok,0,0,92.1111,95.3028,2889,0,5661.87,,0,unknown,0,645,Low Liquidity
HWWhMkdnnMnDgQX5uS6fWn763mogrqYsQR97JU3xpump,ok,0,0,100,100,12,0,0,,0,rapidlaunch,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
8wSSYSzc2KkiJ4uUSmi7sSWHvdsxmC3M63RtejdBpump,ok,0,0,100,100,2,0,0.0,,0,"{'name': 'Pump.Fun',",0,1,
3X36yhq35MJnt2JjwodeFDfv2MFPb99RC53yUyNrpump,ok,0,0,47.2476,73.4948,2064,0,14399.78,,0,unknown,0,1,
76SeAWPMr33x58ybFiHfh9EhhiYHMtuZzcRxbHczpump,ok,0,0,100.0,100.0,2,0,0,,0,unknown,0,24600,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
gHktYWXmHEfNraKe6pUxbMxVNgWCEZDWLRoctCfpump,ok,0,0,89.0273,98.3158,1025,0,8086.57,,0,unknown,0,367,Low Liquidity
E9yqqhyrQgm8mhALW5ad5L7gmsFRahDAtpgjSsn2pump,ok,0,0,99.1831,99.986,78,0,3303.59,,0,unknown,0,1287,Low Liquidity
7X19KesnUtZtme78Km8pm4cN8pfRRLT2SXNsubfipump,ok,0,0,78.8573,91.5258,1001,0,5018.67,,1,unknown,0,437,Low Liquidity
C8LXMRuzECVxmMrh6DJPAia2d2nfPYj9wW1rbT6ipump,ok,0,0,100.0,100.0,2,0,0,,0,unknown,0,24600,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
UDm8Zw91rFZQ9CZ6aq4Bk91LEqTEXgZu4TaK11opump,ok,0,0,54.3508,100.0,15,0,2.42,,0,unknown,0,18011,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership|Mutable metadata
DzBTcjCRaK524YZVaR84j92MH1yUWtqLxYrEAVjapump,ok,0,0,84.2921,95.8862,2428,0,6059.91,,1,unknown,0,1,
D5YZ4YCVr2d2WDducbrXfeeaDqU5b3FwKqP7WSTzpump,ok,0,0,97.2768,98.6478,1073,0,3995.93,,0,unknown,0,784,Low Liquidity
4WzLp3sV5uReVvxatfYmxoJWH7fY65QZBbcSAF76pump,ok,0,0,54.7474,78.9108,3888,0,11951.25,,0,unknown,0,1,
5wJ6gd727G84S8E9YvMPTdQ9F56UNpZMcCZ4TenDpump,ok,0,0,100,100,2,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
FcuQPrM3KhwEKzr7ppjBCAkg1Uhr7cxFEiKRYX1ipump,ok,0,0,85.5886,93.6017,3290,1,5673.72,,0,unknown,0,1,
321tt4d8ZCGAdUB9PdB2cMtEL3uaJV4MaCzY2pTQpump,ok,0,0,83.601,91.8046,5159,0,7434.16,,0,unknown,0,1,
66gVyTPbuYuzxsXGKpPifEhpNK4WjSpWneGiLVLJpump,ok,0,0,99.5756,100.0,11,0,1929.28,,0,"{'name': 'Pump.Fun',",0,1,
81u251ZH4NCUe2h2ob8N2WE2cqUjnR5bybEXhMH5pump,ok,0,0,99.0128,99.6648,749,0,3787.09,,0,unknown,0,972,Low Liquidity
HfWfmNncpYeKRQiriwHewgp2tZktbqVFJThhm3aqpump,ok,0,0,100,100,1,0,0.0,,0,"{'name': 'Pump.Fun',",0,1,
6eN1RvN5xo8najYpou5tjJ7hcLweontu5EHPqSJBpump,ok,0,0,91.944,95.0196,3372,0,6860.69,,0,unknown,0,1,
CS73bwFqKwnmo3GezWweRR8nVQhwieixxk5qePvJpump,ok,0,0,100,100,1,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
FTKwUvSpWqVee2XaGaCDdakpEVBzNAQEwHuWP7pWpump,ok,0,0,92.9183,99.2593,733,0,6973.2,,0,unknown,0,898,Low Liquidity
3uHqdUgHvvXTpNN4nLemCueazKMTNtwBHeA83fUzpump,ok,0,0,92.2349,96.541,1867,0,4621.84,,0,unknown,0,527,Low Liquidity
HVpsW3uvqf5vq1onTQZ4VMRmkY5sioHyPSEidyj4pump,ok,0,0,80.0609,95.5412,3416,0,7848.95,,0,unknown,0,1,
J2P9AriuYGTDSuaLypXExnGa3ptZZm6W9AvUZmEdpump,ok,0,0,100,100,1,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
6kEm34GjDbYett6HeTY1qhUyMBLUQfBgtjfdtG9Kpump,ok,0,0,96.4028,98.3397,1032,0,3909.75,,0,unknown,0,874,Low Liquidity
DNrMfHzp2rUMH4zb642uK8FndyK6tVPXkCXJ8uxQpump,ok,0,0,100,100,1,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
4PC2RnYyMVCMBiUBUtXLqZoZwMc5C1xLSkj6moXjpump,ok,0,0,100,100,2,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
4fqn1Q3T4MT4cMSkmXtuyNQJAbsYYMRJEbqPPde3pump,ok,0,0,86.2195,95.4294,2639,0,4855.63,,0,unknown,0,462,Low Liquidity
BoyDvnMiyCmstidnUyb7XP1ndR2D2zBGq6dh4g1Rpump,ok,0,0,93.52,97.2059,867,0,5114.67,,0,unknown,0,390,Low Liquidity
CgHMVGY5M9Sq7mQSMgerpaowWzJJkcTxvHDmz3pDpump,ok,0,0,95.7942,98.2467,641,0,3567.59,,0,unknown,0,1054,Low Liquidity
8Sk2EJ9oo25b7Mmf4qd5gJw6z3738AXvAbkuSSpQpump,ok,0,0,43.8124,72.5642,16895,0,42456.7,,0,unknown,0,1,
AV7GhyCdVvPvdKa8JEfdwi3NMthD4CiUoMxg8HTjpump,ok,0,0,97.8701,99.307,561,0,3828.64,,0,unknown,0,839,Low Liquidity
5LgNLDTvjV6nKQHBEZ783VDoYN2PqGNAKDWPg8wCpump,ok,0,0,80.8929,89.5719,8100,0,9589.01,,0,unknown,0,1,
4CKWBjXfAZNDyMDeMBPDx5gfcuHdFYDu2QfuqwWSpump,ok,0,0,88.4011,95.9107,2851,1,6323.3,,0,unknown,0,1,
GqmEdRD3zGUZdYPeuDeXxCc8Cj1DBmGSYK97TCwSpump,ok,0,0,32.518,52.4148,26428,2,88094.9,,0,unknown,0,1,
EnNCgGDVYGQJFmWkQ4e132oXcK7VBMqZjeyHhnbppump,ok,0,0,26.8999,50.8674,2737,0,18669.98,,0,unknown,0,1,
Gvm3W9aS4rzo9dHUSYddzyRHuLKQ4KWC8jzgadbpump,ok,0,0,55.849,98.5192,297,0,0.0,,0,unknown,0,29602,Top 10 holders high ownership|Single holder ownership|Single holder ownership|Low Liquidity|High ownership
CtsoHbz3Png1CF6joKDpF9mkU1CcNtz7rPQGiPN4pump,ok,0,0,97.3768,98.7458,1649,0,6767.78,,0,unknown,0,1,
EomytuA2t9F14xqDPexwRsVtehv2rcCne6FhqjTapump,ok,0,0,93.9351,96.7572,1412,0,6285.52,,0,unknown,0,545,Low Liquidity
TrnnxPQvYkMtakCYGToFHs1uYMqumpWeE93W9fFpump,ok,0,0,94.71,97.8747,3561,0,6724.77,,0,unknown,0,1,
6EVCqTPSA6dNs8pnWJVhffxZunZsEngU1mHwT8DJpump,ok,0,0,100,100,3,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
9w1aD3RnGQnjFkNPKDBtEmP3ECsiwHVwX2z22r2Wpump,ok,0,0,100,100,2,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
Er2mtAhfbZUWbLhxY3ShN5Prj2DrnGjy6d8FYoMXpump,ok,0,0,88.4008,92.1866,4092,0,6203.31,,0,unknown,0,233,Low Liquidity
3jmjFCtmAnxjZP9jhqvHhXWnesCAPpxtxNFDW46Vpump,ok,0,0,96.132,98.4093,1566,0,5336.16,,0,unknown,0,19,Low Liquidity
GnDeUtaCx7BMj4sMTks5nqEVwmRDtsAdQzbQykwwpump,ok,0,0,90.1423,97.5137,1064,0,5906.17,,0,unknown,0,677,Low Liquidity
CXnxXcNQWi2cV6qKEJyf7WNBWZfztcU9yHs2WSyYpump,ok,0,0,91.1375,97.7987,1827,0,8611.73,,0,unknown,0,243,Low Liquidity
GZnA8QNNWXzFJRbkZLrJYpC1e1ptvuPyqy8ZjB3spump,ok,0,0,93.9135,96.5184,5022,0,6250.69,,0,unknown,0,1,
8jT2uVGpC6PbsPcQJ5bmEH9D8pQq41WEUMaUpo9Npump,ok,0,0,69.748,87.4094,4847,0,10892.9,,0,unknown,0,1,
3D2pvthZLgvHpMx96NS4gUYkEjNAx3ZTeVVVxTRfpump,ok,0,0,100,100,2,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
4pffVvH1tM2guAHxQkNtSrC764Vd56PtZc2KGXsRpump,ok,0,0,86.0525,97.8068,1004,0,4790.23,,0,unknown,0,303,Low Liquidity
85r16FhTxvjDEbPs5mY8cYUMFHcgBsWrNUHxHsN2pump,ok,0,0,100,100,1,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
D1NuwvG2rtM5Z7bCSsVemiMD2Kiz5jcrhF6qUjeFpump,ok,0,0,81.7803,90.6853,2149,0,9107.09,,0,unknown,0,154,Low Liquidity
ADo5GnATeAaX4a2rGTpj8fEcQYw6jWKqo2zPQb1Jpump,ok,0,0,91.7016,96.8668,1341,0,6229.4,,0,unknown,0,576,Low Liquidity
An7mU9gsWyk9DEzHRssxyQp7QF67nqxudwYwA1wSpump,ok,0,0,100,100,2,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
DK7CJL7zhVtWa8UqtGKcK7bCY4ZKsZmZdMxZf5Nmpump,ok,0,0,87.8893,98.0591,1509,0,9459.83,,0,unknown,0,236,Low Liquidity
8nQK8znsxfUdTQajfHKqFcLiJwMmVeMxUGgRG5oHpump,ok,0,0,91.8514,95.7811,2766,1,5701.79,,0,unknown,0,1,
68hkN844WXdcmJdw3rVj9eN1VGhxoCm8Bg1HJV9dpump,ok,0,0,95.9542,99.2295,476,0,4834.53,,0,unknown,0,1096,Low Liquidity
9zvdCadyov6qrr49y4h4H4seEiykFFZ2xPiF48gGpump,ok,0,0,100,100,3,0,480.38,,0,"{'name': 'Pump.Fun',",0,2001,Copycat token
2LcKiEBrR4BzdB3PLdK5EKNtbBC3KefNtenTwxfkpump,ok,0,0,95.8983,97.8475,2788,0,16493.08,,0,unknown,0,346,Low Liquidity
5NNMXDjcoigaiFAAfr2UzXJmwJXMjNYi13o4P7Uhpump,ok,0,0,100,100,2,0,764.41,,0,"{'name': 'Pump.Fun',",0,2001,Copycat token
7yUvWghicy7TZoZ5SavuSU7wwDUVeTfUwWDzdBtYpump,ok,0,0,97.9573,98.9925,1037,0,6370.07,,0,unknown,0,994,Low Liquidity
AfWVQCc8k8jHJWHdoGcTGsMCsNcwAFnziq8ZgCWVpump,ok,0,0,95.0402,98.9002,1056,0,5001.38,,0,unknown,0,909,Low Liquidity
J5QivhvugVzAmaTRwamLfSfizax54cwU11fkB3JLpump,ok,0,0,96.3879,99.2855,875,0,3647.91,,0,unknown,0,1399,Low Liquidity|Missing file metadata
ocCxa3Z24FSGBVwCDTMxfvEvXyc3gJLCH4DxcsJpump,ok,0,0,89.8082,96.9877,1171,0,4878.12,,0,unknown,0,226,Low Liquidity
HsZ94hEGV6DkDmLeXkQk2QAP6Es9oUXaspBTaVcPpump,ok,0,0,96.9953,98.7658,1534,0,9112.98,1,0,unknown,0,1,
6G9iD8AiK4V1m9MivngfpUEniML14MJDPi1WpEzcpump,ok,0,0,63.6037,85.3293,852,0,5115.14,,0,unknown,0,1,
9u1TfvgNP5j6nF22H72ZVG7a9oPc38Y7e9a4rSDLpump,ok,0,0,91.8251,99.5732,392,0,6048.46,,0,unknown,0,1030,Low Liquidity
6wFf57jotwxxdvGcMQeDq2mWLqzTm7AtSgF16Fo3pump,ok,0,0,100.0,100.0,2,0,0.0,11,0,"{'name': 'Pump.Fun',",0,26401,Creator history of rugged toke
38iV4QakjFHBJLZbWaJAEyJiKanRdVFUwrYHVSGgpump,ok,0,0,93.4528,97.9045,905,0,6714.71,,0,unknown,0,750,Low Liquidity
3aSnAfNmqL4WM8esAjRw61q7X998VqhFb5k97EY2pump,ok,0,0,92.4165,97.0836,1377,0,4648.09,,0,unknown,0,359,Low Liquidity
J1bQ76oT3bxpFUn6Tg7rFxvfLb6u9cof43W6XpxYpump,ok,0,0,97.4316,99.1984,498,0,3290.2,,0,unknown,0,1178,Low Liquidity
BdNKUUo8vnvdhwi1Ejn4PXNfeeQF2374hCK3m91ppump,ok,0,0,82.5407,90.481,15285,0,44014.21,,1,unknown,0,1,
DWGCob3GUYrRf96uQ1mYWL7edo3EHkPHjGcqYi69pump,ok,0,0,94.5374,95.9493,4783,0,6095.0,,0,unknown,0,1,
8jeiV9KiMbsG5xG5oGAWJe2JPntfQC7nCz3wLJjQpump,ok,0,0,93.825,97.7906,1455,0,6060.69,,0,unknown,0,328,Low Liquidity
FYa6YFPL7dhgYrX2XppQM2WeFn6azku2SGEuoHyKpump,ok,0,0,93.8185,97.4241,1397,0,3920.64,,0,unknown,0,748,Low Liquidity
BReSxAuENKLu9ywQuacupjDy5qPzoZQ5HfcoYgVipump,ok,0,0,85.9781,95.1748,2154,0,7100.16,,0,unknown,0,1,
5iU4t2eZNrnVZyiikvVAWpm3Wqg9nbVLfVRo92V3pump,ok,0,0,90.8145,99.0133,769,0,5002.6,,0,unknown,0,793,Low Liquidity
BVSzADoP2ep29WrLj2QmLqK7axWTfPHXiJPfjhSrpump,ok,0,0,96.5554,99.5832,413,0,4225.9,,0,unknown,0,1061,Low Liquidity
H8qkL7nzapZ7JdE3FRn1tYC4Fz2gvpew3MaciLKypump,ok,0,0,100,100,1,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
6o22uYs8Y72xM3BvbbiSrz9k8PX3B2gNfPbf4FgJpump,ok,0,0,90.3179,97.0539,1057,0,4140.67,,0,unknown,0,725,Low Liquidity
43W3kda48Cxi2Xhxz3yHUtwgJnD89o2rQgptEXDopump,ok,0,0,100.0,100.0,2,0,0,,0,unknown,0,24600,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
6rYXZn19JJ5Cs4328EHnX6FsDq6w85etJuoRZ52Wpump,ok,0,0,51.2575,100.0,16,0,0.0,,0,unknown,0,7137,Single holder ownership|Low Liquidity|Mutable metadata
AskE9Jtj6gN7Sk8zdzRJTZn71VYUGhCLgR8334nKpump,ok,0,0,84.7559,97.1797,1164,0,2475.29,,0,unknown,0,672,Low Liquidity
FDTJzoVQ7rHPFyKhyJzdHh1nbX66sBKPzmknWsobpump,ok,0,0,87.4743,96.2358,2005,0,7308.52,,0,unknown,0,1,
vtM1M9oBVFWVxL1uHBYEFojtvLGRAbFVoPyTTDnpump,ok,0,0,86.4582,99.4151,577,0,7435.41,,0,unknown,0,2639,Copycat token|Low Liquidity
Ej6Lz2Cje5iRziDKnmfpd9Y3bpGe6HDQJGxVbxu4pump,ok,0,0,78.6515,88.9258,1370,0,7293.43,,0,unknown,0,2872,High holder correlation|Low Liquidity
HeFerL4QAQnuf6ZtnEcfUfYVcXqSKUridWoDZ9hEpump,ok,0,0,100,100,2,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
7ybKUMNTuK9it2mFd7y5P4RMk7dUU3EqSffRm24Vpump,ok,0,0,79.0457,92.4598,3104,0,7559.23,,0,unknown,0,1,
8jUkoqxZdmLZU7tRAYKaz7W5Fdk1PETLKVT4MqYGpump,ok,0,0,96.5748,99.4124,833,0,3602.33,,0,unknown,0,997,Low Liquidity
8VKfndnsHmqydUJcZ2kw8WrWbA1iSEKqPPC6Vexpump,ok,0,0,95.425,96.7756,4433,0,6442.47,,0,unknown,0,1,
9T9ZBxLgVPgyz5Z18N57WZ5Hbbv3taiJWPDqQJBbpump,ok,0,0,97.6137,98.945,850,0,5807.81,,0,unknown,0,788,Low Liquidity
Be6BL1r54zDokjDEPhEM6AE7xD9DcDZB3Bc2Tedfpump,ok,0,0,89.0659,99.1868,236,0,3464.19,,0,unknown,0,1059,Low Liquidity
F3KvVHTgPcBPyozgLA3d249DcCH38aFZFxA7pPGspump,ok,0,0,95.796,98.6909,780,0,9711.44,,0,unknown,0,1,
H1hSjQXs9PHeRF2MsqDfzsAzJQcw9NR3UMjU5ipEpump,ok,0,0,95.8764,99.599,581,0,4095.92,,0,unknown,0,724,Low Liquidity
9LSPo3AxVCJcRQTNK5pqai4t5UyNN9TvGFaYZ13cpump,ok,0,0,89.5021,96.1132,1438,0,5473.51,,0,unknown,0,659,Low Liquidity
BZLt17zCJwbyHmNxyEhNsTkhhohYbd1zATFSGiippump,ok,0,0,100,100,2,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
Fz6etmymYh1UPmMjmSTUfBq45oP6ARJFNDqd1dQSpump,ok,0,0,100,100,4,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
FkhDua761MF8oDXEfiCKsmMm2v45aFNZCTnKVtrLpump,ok,0,0,71.5928,83.0254,17451,0,14426.91,,0,unknown,0,1,
71avUfscekZ8WHJE1Uz2YWcrcZrAU4Ku9AjibaXTpump,ok,0,0,99.8947,100.0,3,0,4857.59,,0,"{'name': 'Pump.Fun',",0,1,
HMHZBcFFi1n7QMDxazU6RZVCt9tU6DNr4s2FAzVFpump,ok,0,0,96.708,99.0476,575,0,4004.48,12,0,unknown,0,29649,Creator history of rugged toke|Low Liquidity
HveYL1jJbzAx4mrp1FpEFHY5T4pe9WRJZ1YaNKyPpump,ok,0,0,99.0877,99.574,1887,0,4132.65,,0,unknown,0,734,Low Liquidity
FFJmAiMg5v2e56cSMhdnfY8mvRix8vr2DSoZF5FLpump,ok,0,0,99.9965,100.0,3,0,0,,0,unknown,0,24600,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
75ATWwj9rueT7Wzwdb3PCPrMDy3GmbSmJVWimFB2pump,ok,0,0,93.0184,99.3547,760,0,3659.52,,0,unknown,0,882,Low Liquidity
Ah98UjauGR2QcGd2KiRzV7yB3iLT8NksArGDx4Ubpump,ok,0,0,97.9028,99.798,352,0,4347.67,,0,unknown,0,1189,Low Liquidity
67HckfhhE6cZf9iPgpxF1n1XfxCaxq8PTvf4t9dKpump,ok,0,0,91.0405,95.9263,2309,0,5223.88,,0,unknown,0,172,Low Liquidity
9EY4jcZPhWGyoCFTidSxpNxouVZBUArQBn9Jepfmpump,ok,0,0,94.0055,98.5529,1309,0,5197.94,,0,unknown,0,640,Low Liquidity
2orqxJdCqDLdya8AwNHti4LUt16ysojKW2UMKuYZpump,ok,0,0,61.932,96.0391,3912,0,10836.81,,0,unknown,0,3112,Single holder ownership
EgunB9EZnVyoKaUQTNn7kDzwpx1WFQaULbQxF1WHpump,ok,0,0,99.9973,100.0,8,0,462.41,,0,"{'name': 'Pump.Fun',",0,2001,Copycat token
EvbKdk94XqPz3ReEiAz34qdHAjCSUE79MZSN7Dtppump,ok,0,0,73.2083,99.2348,380,0,6444.52,,0,unknown,0,1,
Fn4i18Qv68zH6nM8vKkJksjKw2srYLNonbwwMHghpump,ok,0,0,99.5993,100.0,8,0,1855.96,,0,"{'name': 'Pump.Fun',",0,1,
FuaHsSeCvNNbDETFmUBwQW7kVEMcyjMCfc5ugSkcpump,ok,0,0,94.6842,98.296,716,0,6826.01,,0,unknown,0,914,Low Liquidity
4585qPCgEq4cN9nYMm7dqhfMwuVzqrQyGnQFMD2Cpump,ok,0,0,100,100,1,0,1881.96,,0,"{'name': 'Pump.Fun',",0,1,
JC1WWYCZEppkGt74p9rkYhQc8Tt1BJLcpssWYUEQpump,ok,0,0,79.3049,87.3717,2826,1,6810.13,,0,unknown,0,1,
BEXKKiTPfoSP2H4VRWGYuuAMjyngUpNL6ExR4as5pump,ok,0,0,100,100,1,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
GBXT5Le8Uzr2oiVJMt7WYSgnu8HfPLZe1PMTaLazpump,ok,0,0,99.7773,100.0,9,0,0.0,,0,unknown,0,24675,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership|Mutable metadata
HrCHaNUzRvZpkNoxs32vjK5sHdekTkF2qGD1P7DWpump,ok,0,0,100.0,100.0,4,0,0,,0,unknown,0,24600,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
8JYjoQKyW1kaTJQGvVxThWbWz77cg3FFE3geusaTpump,ok,0,0,99.4845,100.0,4,0,0,,0,unknown,0,24549,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
6Nc4x2cCarACkQznheFxwGM4yRxiCsFSc4QHpaP1pump,ok,0,0,99.6841,100.0,141,0,0,,0,unknown,0,24567,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
DryBz59g6orQFr9PZgEhbuJaXesmq1361fipSp4Fpump,ok,0,0,92.1643,97.8964,791,0,6166.28,,0,unknown,0,866,Low Liquidity
7Gx3UCnu9duiEToYfjhk8smqMgd4LpCdN4zL1n7Xpump,ok,0,0,100,100,3,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
HMQbVJ8z73AdXtx18mAs2WhEx4ap4nroWCPMLk2rpump,ok,0,0,99.9576,100.0,5,0,3850.61,,0,"{'name': 'Pump.Fun',",0,1,
6R3cyLUa8PmYo3Xk29bRXxGeVHSYF8RYrAsikeSwpump,ok,0,0,63.762,88.1394,1835,0,8685.62,,0,unknown,0,1,
7xP1LLLqdo7u7u2gSYC4GMtprrrJN6SiCEMvWdBbpump,ok,0,0,100.0,100.0,2,0,0,,0,unknown,0,24599,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
BgvbpJZU9yTg8RCdUwtGz5iipgDXjXnYb4CFf2tqpump,ok,0,0,94.4914,98.1724,608,0,6983.53,,0,unknown,0,885,Low Liquidity
ENkjpWiooKmYidcpaLMpg72723QEYLERhXeqnZq2pump,ok,0,0,97.788,99.9286,209,0,5013.93,,0,unknown,0,1193,Low Liquidity
3dRRjL9tN11QEvTX5tqzsLnfGGLdffQT6r9CgDzVpump,ok,0,0,77.5807,89.5341,5712,0,7537.94,,0,unknown,0,1,
BaUe7Q7m7CddH9NpT4WsumDJx9K6Hn4KoquDHgLgpump,ok,0,0,100,100,4,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
7HfBC2Jq6dXoVs6gKCGHh4GA6EUrUDU6p8BoKhxQpump,ok,0,0,89.5291,95.5195,2302,0,5381.18,,0,unknown,0,135,Low Liquidity
8Bn864F5AkghQVLxthwUz9N4HbLgYf7Ei7VSY9Fipump,ok,0,0,39.7287,72.4043,1975,0,14162.61,,0,unknown,0,1,
AAYoquVHbXqTUFgeeD2qFmHhEjAhADCsTjMdL8zvpump,ok,0,0,86.1173,95.0548,2539,0,7180.62,,0,unknown,0,1,
CJvntLDFY1bQCcc2Y8u5BwcqZJuHfcLs3cFnizp4pump,ok,0,0,89.4891,97.1543,1303,0,9061.93,,0,unknown,0,258,Low Liquidity
59f6QczJJsDGup5nrYnWcyz8idJsSyUMAVvZXNmnpump,ok,0,0,98.2445,99.5193,636,0,3396.88,,0,unknown,0,1104,Low Liquidity
E2pqf2nW8jnow3kjmvj3p4JsYVjwt9NvasRSkKyfpump,ok,0,0,100,100,1,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
6oSW9ChYzwVD2wZyVy8SvdR2y84dgDCjt2J5rrvtpump,ok,0,0,92.7419,97.6519,1195,0,5241.39,,0,unknown,0,819,Low Liquidity
CV5UzxukRgAccsFNNifbGWjvNX57z6bhh6dTHkU4pump,ok,0,0,100,100,3,0,0,,0,unknown,0,26601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|Copycat token|High ownership
FasDuHib4j5vSgSnkCCccEWd7nNS9UnPpNMXuLRKpump,ok,0,0,96.9499,99.5087,226,0,5133.64,,0,unknown,0,1713,Low Liquidity|Missing file metadata
F2qh7uvWbcrttoeXZr7bgZGvCxohmEVdoN4FSuUHpump,ok,0,0,84.1703,98.1022,1058,0,7315.65,,0,unknown,0,2354,Copycat token|Low Liquidity
BouNUQGt1m2LqacDmhLGg4JNUX87z2AkaMDsQtqYpump,ok,0,0,89.1946,96.5339,2691,0,10144.34,,0,unknown,0,1,
2TvaRg1DryJsFYLRxuCEctFDbDKHET3qedph4YQzpump,ok,0,0,100,100,8,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
HvDC4Y6no4dNgWQPKmDxDcJ1V7mU4sojsysmM3jYpump,ok,0,0,96.3397,99.9427,282,0,3477.28,,0,unknown,0,1108,Low Liquidity
BkkX9PBMZhsaAgTd3vLDz2TwgrTWnGjft8pHrxWQpump,ok,0,0,100,100,1,0,0,,0,unknown,0,24601,Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership
8uMog1pwQJirvrRvFgYwnM4sbnqDXFZiPtyRYstzpump,ok,0,0,100,100,2,0,2266.62,,0,"{'name': 'Pump.Fun',",0,1,
CwdjzK3XhAubTKrT2RrxNg3nWQcVNg3QUZgYoEdipump,ok,0,0,86.6699,95.86,1472,0,5005.78,,0,unknown,0,296,Low Liquidity
