address,chain,category,source,label,detail,ref_date
bc1q8m9h3atn4cqeqhu3ekswdqxchp3g7d4v3qv3wm,SOL,scam_service_hack,graphsense_binance_hack,service_hack,,
bc1q9svj9wp68zftgejjgk6f96ukuyx8c5urkqsv69,SOL,scam_service_hack,graphsense_binance_hack,service_hack,,
bc1qesy52g7ndy652qudr2awuk57mcaxgmn9qsmpzk,SOL,scam_service_hack,graphsense_binance_hack,service_hack,,
