mint,status,mint_auth_live,freeze_auth_live,top1_pct,top10_pct,total_holders,lp_providers,liquidity_usd,creator_tokens,insiders_detected,launchpad,rugged,score,risks
66Qq2qS67K4L5xQ3xUTinCyxzdPeZQG1R1ipK8jrY7gc,ok,1,1,46.3866,86.1101,4448,0,85.02,,0,unknown,0,110925,Mint Authority still enabled|Freeze Authority still enabled|Large Amount of LP Unlocked|Top 10 holders high ownership|Single holder ownership|Single holder ownership|Low Liquidity|High ownership|Mutab
5HsZR8eG7QpQcN8Mnp8oFdENRkJMP9ZkcKhPSCKTJSWh,ok,0,0,38.1667,63.9995,30794,20,76912.49,,1,unknown,0,7389,Single holder ownership|High holder correlation|High holder concentration|Mutable metadata
53yANribNp1WzRsciY6upAN2VPY85waZEtADTeJhtQGN,ok,0,0,64.8382,85.3927,4572,1,10816.2,,0,unknown,0,1,
7bQsj9DciGXs6cTkhB3D1WbcEjuMpmD7amQRWjEVBpu,ok,0,0,16.0892,46.5826,42035,1,36836.01,,0,unknown,0,101,Mutable metadata
GAbRt1gE7Y5nBhhe95bxE2TaRySm8hMA6syjiUQ7q1Er,ok,1,0,94.2358,99.1267,716,0,128.96,,0,unknown,0,73828,Mint Authority still enabled|Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership|Mutable metadata
HKYX2jvwkdjbkbSdirAiQHqTCPQa3jD2DVRkAFHgFXXT,ok,0,0,87.9516,91.3203,31642,4,114116.3,,0,unknown,0,301,Fee config enabled|Mutable metadata
25yPcyqSpSv8T2JWyoKKRiU622Sr7LoMk9S3FmuBFt8S,ok,0,0,81.7325,96.8738,426,0,84.82,,0,unknown,0,83459,Mint Authority still enabled|Large Amount of LP Unlocked|Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership|Low amount of LP Providers|Mutable metadata|Name Mismatch
9TVjnzpF3X8DHsfVqYWoCGphJxtGYh1PDCFN5QmsHW5t,ok,0,0,87.2155,99.989,3034,0,0.0,,0,unknown,0,84418,Mint Authority still enabled|Large Amount of LP Unlocked|Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership|Mutable metadata
HLwEJQVzs7SvjXuXpBTRHaLp5S6uWoWTUhLjJxBfy1c7,ok,0,0,37.0787,64.2328,13652,0,9725.28,,0,unknown,0,1,
5ritAPtFPqQtEFHcHVqNjR5oFNUJqcmgKtZyPd2AyLLy,ok,0,0,53.44,65.0865,14804,2,9705.48,,0,unknown,0,101,Mutable metadata
J9nsngni1Pavf4ijP4R9QBaD1yEzKzzUQ1vVgcDQT18J,ok,0,0,31.5423,60.7083,7301,1,14129.71,,0,unknown,0,101,Mutable metadata
DcJLACAUR25RujgxBVhZtcWPCTjzSw6YDM8E7oipiT3k,ok,0,0,69.3299,79.5835,2089,0,79.59,,0,unknown,0,29492,Large Amount of LP Unlocked|Top 10 holders high ownership|Single holder ownership|Low Liquidity|Low amount of LP Providers|Mutable metadata
8XVXzmsMMw7ufa8RC21fHcDP6TGti5y3ZidQinnYurqr,ok,0,0,56.793,76.9149,4760,0,11149.02,,0,unknown,0,1,
kiGenopAScF8VF31Zbtx2Hg8qA5ArGqvnVtXb83sotc,ok,0,1,66.3481,80.4312,33834,0,884.9,,0,unknown,0,96892,Mint Authority still enabled|Freeze Authority still enabled|Large Amount of LP Unlocked|Single holder ownership|Low Liquidity|High holder concentration|Mutable metadata
25p2BoNp6qrJH5As6ek6H7Ei495oSkyZd3tGb97sqFmH,ok,0,0,13.844,39.764,8284,1,61335.21,,0,unknown,0,1,
GS1VjXDZmDFsiqzBFYoACgRQBmXYuvdPJ88NQcXxg3qM,ok,0,0,47.9431,72.6244,6033,10,26764.06,,1,unknown,0,1,
BxXmDhM8sTF3QG4foaVM2v1EUvg9DLSVUsDRTjR8tMyS,ok,0,0,43.475,61.6922,20392,2,9754.34,,0,unknown,0,1,
5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN,ok,0,0,16.895,26.9675,37504,2,39201.37,,0,unknown,0,101,Mutable metadata
BULLa6g9e5UCuTXC5Z3Cf7s7CgvJhnJfY71DwipSmF8w,ok,0,0,85.7157,95.018,2912,0,18769.75,,0,unknown,0,1,
6WErZ2aMZYLUyzbP9n5gm4fwHJbv9Ln8yimSQRwZpump,ok,0,0,82.3644,92.4856,3868,0,8588.2,,0,unknown,0,1,
3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,ok,1,0,59.97,70.1496,252491,50,1985184868356.67,,0,unknown,0,57787,Mint Authority still enabled|Single holder ownership|High holder concentration|Missing file metadata|Mutable metadata
F89doZeeUe9ajcU6gNR1F5RLaQWcJMdPDNSuLuvJUst9,ok,0,0,79.3575,81.706,8326,4,8596.06,,0,unknown,0,1,
5KxnfDmsXVBNkVHYhW4kztV7ZCCCbrkYxBVrqLWF3G7J,ok,0,0,62.3617,74.6992,7157,2,4316.66,,0,unknown,0,858,Low Liquidity
DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,ok,0,0,8.1749,38.5832,2049001,114,1078343.57,,1,unknown,0,101,Mutable metadata
6D7NaB2xsLd7cauWu1wKk6KBsJohJmP2qZH9GEfVi5Ui,ok,0,0,13.9015,40.5394,78143,5,535322.26,,0,unknown,0,1,
PugAiDuaQ5hzicBHAW9qrQQ8qi4B6sh3n7PknKhyjeX,ok,0,0,43.3281,61.1846,18698,0,127.59,,0,unknown,0,19450,Large Amount of LP Unlocked|Single holder ownership|Low Liquidity|High holder concentration|Mutable metadata
2CMxmFb2nsNdw351TfZoawpN1DnDuVrH4Wn6fxH2EJT6,ok,0,0,58.8551,75.9461,6993,0,6164.88,,0,unknown,0,1,
EKCW975DWdt1roK1NVQDf4QGfaGTcQPU5tFD1DMcMe9Q,ok,0,0,61.7876,73.5257,15073,2,9568.13,,0,unknown,0,1,
GaRph5BcLZZ4sRh6EXKS6V7dicVanhcwa5iWEE6AbEYR,ok,0,0,5.5137,32.8897,1508,0,93560.84,,1,unknown,0,1,
Ue4yjkPjA4QGis37eWbBsnqfzyK83BtY4AioDETp3Ab,ok,0,0,72.4823,83.9916,2030,0,843.06,,0,unknown,0,14179,Large Amount of LP Unlocked|Low Liquidity|Low amount of LP Providers|Mutable metadata
BgJW7U1u2RY5XJk9uYb5AqFRzjMtqE7pw3kaf9iw9Ntz,ok,0,0,43.5831,68.2486,26263,2,81098.15,,0,unknown,0,1,
43eeGP8k9AZKBSyd9iahhThNtE3vcZvBWMaHNd2akM5s,ok,0,0,80.554,89.4268,2580,0,5736.5,,0,unknown,0,1,
A2PVd9wmEk9Ek9MFbF6VVBm4UiGYK24TCmE5oR2WDWGH,ok,0,0,71.2337,83.1431,9354,0,15988.09,,0,unknown,0,1,
LUX88ZHPnte7tThA4F2nnXDCZWE3G61TqLBvFw7i8SM,ok,0,0,88.5006,99.9998,413,0,69.84,,0,unknown,0,44946,Large Amount of LP Unlocked|Top 10 holders high ownership|High market cap per holder|Single holder ownership|Low Liquidity|High ownership|Low amount of LP Providers
FcScaNdN3TRPMwcgqHj1E5GuEh1rNesBGVN5WtZuad1z,ok,0,0,43.4073,61.503,11518,1,1999.76,,0,unknown,0,2204,Low Liquidity
GoxLaNFQiqnV97p7aRGP4ghvLZ4GwJN9NUNPpozvJZCV,ok,1,0,58.1039,81.5636,1398,0,175.36,,0,unknown,0,78090,Mint Authority still enabled|Large Amount of LP Unlocked|Top 10 holders high ownership|Single holder ownership|Low Liquidity|Missing file metadata|Mutable metadata
BU7mDyqDEYMwB7gPyAHf7MRXSmT9DNMZn7o3AZavYL1R,ok,0,0,67.6013,82.5029,2351,0,8038.33,,0,unknown,0,1,
GreXYjqvAaEtqBsizrojtwHTNqXraVGZiJpCk5qtj1zC,ok,0,0,70.9189,86.2707,1139,2,1678.29,,0,unknown,0,2161,Low Liquidity|Mutable metadata
F1n2Tn7Eb9jTbSQiqy2Z7G4VTbkreHGQqcRKKmwZv726,ok,0,0,39.0826,85.1973,3413,4,16731.78,,0,unknown,0,12931,Large Amount of LP Unlocked|Single holder ownership
CErSpNnEHUNsNw3AZJhyvekwhMpr9H3W2S71uA3pzJus,ok,0,0,19.3387,57.4337,2196,1,12440.19,,0,unknown,0,101,Mutable metadata
G3ukjeHBrDJ1zUFr6KandnW4bPcjmvK3qL2uATRb3F63,ok,0,0,60.6416,81.103,9156,1,18430.7,,0,unknown,0,1,
G3q2zUkuxDCXMnhdBPujjPHPw9UTMDbXqzcc2UHM3jiy,ok,0,0,39.0276,60.1261,22524,8,19400.17,,1,unknown,0,1,
7ZCm8WBN9aLa3o47SoYctU6iLdj7wkGG5SV2hE5CgtD5,ok,1,0,27.0054,62.3832,27909,2,15064.93,,0,unknown,0,54424,Mint Authority still enabled|Single holder ownership|High holder concentration|Missing file metadata|Mutable metadata
6PPskLwejGjiRbsrdTvPdo8Ayf6rERxvSezcPDA53TAP,ok,0,0,40.9125,63.0613,19548,0,4925.21,,0,unknown,0,524,Low Liquidity
GDfnEsia2WLAW5t8yx2X5j2mkfA74i5kwGdDuZHt7XmG,ok,0,0,68.7272,78.1401,47423,6,31375.55,,1,unknown,0,14734,Top 10 holders high ownership|Single holder ownership
7raHqUrZXAqtxFJ2wcmtpH7SQYLeN9447vD4KhZM7tcP,ok,0,0,35.9596,91.4232,11319,22,25106.19,,0,unknown,0,3403,Single holder ownership|Mutable metadata
J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,ok,1,1,44.7845,97.8245,7842,60,171800.88,,0,unknown,0,99149,Mint Authority still enabled|Freeze Authority still enabled|Top 10 holders high ownership|Single holder ownership|Single holder ownership|High ownership|Mutable metadata
3gxEC9N9SGgoaRiey3AkbynbHcHsdmgrKDQf31zsiJvm,ok,0,0,90.2774,96.9075,1943,0,17387.46,,0,unknown,0,1,
A8eYjpNQF6QYEE7DnM4F514MErFzV1pxVT69d7mdSsMk,ok,0,0,87.0604,92.1558,544,1,3794.19,,0,unknown,0,845,Low Liquidity|Mutable metadata
8HJ81sHVsmJMzm6XBfTgywWQXwQTmVdmXaQHm7htGPH2,ok,0,0,56.7173,73.2922,7818,3,8614.9,,0,unknown,0,1,
BZKuDqzD4rb2puUV2cbSNd2kZzJ5JzKiQKwBzCk8hrLu,ok,0,0,46.8537,66.6653,3206,0,5588.95,,0,unknown,0,315,Low Liquidity|Mutable metadata
4sp2EUDrQf46rZun6sYAWzjrXwUpx2T3njuoKmV766RJ,ok,0,0,14.3677,33.3893,24987,2,65249.57,,0,unknown,0,1,
Bkd4k5nLA6Aq7PHLJUFnWGSyWriyT2fcKbADScaBGwJy,ok,0,0,59.3913,73.6695,1436,0,8260.03,,0,unknown,0,1,
AqEHVh8J2nXH9saV2ciZyYwPpqWFRfD2ffcq5Z8xxqm5,ok,1,0,50.4779,72.1497,13764,0,1390.45,,0,unknown,0,64519,Mint Authority still enabled|Top 10 holders high ownership|Single holder ownership|Low Liquidity|Mutable metadata
8mY8bif63v5vAHYaHPhpob71K4uJsDKXVx7h9h1XmJ6N,ok,0,0,72.7237,86.0358,3433,1,1991.2,,0,unknown,0,2010,Low Liquidity
7nbJrQMK3FwJDMia93EpESHqqJiEdQqvuwnGMiwnWMJ5,ok,0,0,66.4364,91.9772,1541,0,8490.52,,0,unknown,0,1,
D9mFkgnZHnQGRtZKvnJ44yvoLtJmfBZRahXiUKcAzRE4,ok,0,0,60.6216,76.6629,7613,0,3079.95,,0,unknown,0,1304,Low Liquidity
5V9qpFo8NMFyhYHbrqY2c1TJrvzZSnRJAdj4ryPVB18n,ok,0,0,45.3555,66.9509,11595,2,24753.38,,0,unknown,0,101,Mutable metadata
71WsPPm44SUTWDfcCdLKsDezw4ZBXDrPjHz2rea7Lo97,ok,0,0,40.7443,69.6763,1358,0,10886.54,,0,unknown,0,1,
foodQJAztMzX1DKpLaiounNe2BDMds5RNuPC6jsNrDG,ok,1,0,56.2597,70.2147,162130,0,0.0,,0,unknown,0,77346,Mint Authority still enabled|Large Amount of LP Unlocked|Top 10 holders high ownership|Single holder ownership|Low Liquidity|Low amount of LP Providers|Mutable metadata
7NQSHjuEGENZDWfSvPZz7oP2D6c5Jc3LjFC6uh179ufr,ok,0,0,16.8808,48.7101,8432,3,82002.25,,0,unknown,0,1,
AUgdt7wjBifF9vZpde7BjU6HLroCYh4SUHYc7yhheECW,ok,0,0,58.6279,75.2249,9581,0,8540.69,,0,unknown,0,1,
HKmEsdtmRm9WXuEHgJbU3oHyij4EwB3YtEuUrm5qEJFZ,ok,0,0,83.0962,91.0006,5372,0,6600.74,,0,unknown,0,101,Mutable metadata
4bBxhRezDJDu3uuh1KM3bWetYiAZSauTeUGixn9rmiX9,ok,0,0,86.867,90.7368,8777,0,6372.5,,0,unknown,0,494,Low Liquidity
6gx6Ph2ek73kF6EWDrG4GQ54pcLJB6CYpATuRyxKXumo,ok,0,0,23.0157,76.8829,1172,10,37522.56,,0,unknown,0,1,
93NhryHqdN5eVz2n4Qoof7ELwnTcgHBw44tmGcLzxKXz,ok,0,0,69.0958,83.6625,1312,2,1761.18,,0,unknown,0,2202,Low Liquidity
BonK1YhkXEGLZzwtcvRTip3gAL9nCeQD7ppZBLXhtTs,ok,0,0,82.7083,92.7764,62597,1,3110.3,,0,unknown,0,52322,Mint Authority still enabled|Low Liquidity|Mutable metadata
4Cnk9EPnW5ixfLZatCPJjDB1PUtcRpVVgTQukm9epump,ok,0,0,6.0488,17.3265,213716,12,1028355.97,,0,unknown,0,1,
7yqC6J7qxuRzWg1xHHBmcTLG6X1K7Y5DBYB49Ks8nGKf,ok,0,0,56.4569,94.009,1753,0,3005.97,,0,unknown,0,1079,Low Liquidity
FkbWN4dcFQym2PgCELfThghQqLuA2e2jThMJyhZjfG4M,ok,0,0,28.7147,50.8489,13467,0,19419.83,,0,unknown,0,1,
jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,ok,0,0,21.2457,47.3754,240227,21,1510214.03,,1,unknown,0,2225,Single holder ownership|Mutable metadata
o1Mw5Y3n68o8TakZFuGKLZMGjm72qv4JeoZvGiCLEvK,ok,0,0,57.4628,64.065,61979,20,18619.69,,0,unknown,0,101,Mutable metadata
7dGbPgUxKpB5qWiLRKcTQSC3om1fPzUpgGAFfwej9hXx,ok,0,0,16.0126,49.545,10261,9,18940.52,,0,unknown,0,1,
4oaV94McVveRosSgdZTn3jkMpr1ge7SQZjwBZ7xG6oA7,ok,0,0,31.8971,51.7177,4433,0,17969.03,,0,unknown,0,1,
8FA3TPf84h9gEZAxDhiLkMN4vvZcdEUZxmGadbo12auh,ok,0,0,20.1527,74.4975,8934,0,28361.13,,0,unknown,0,3348,Single holder ownership|High holder concentration|Fee config enabled|Mutable metadata
27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,ok,1,1,41.5382,83.3159,322282,56,5425659.97,,0,unknown,0,77873,Mint Authority still enabled|Freeze Authority still enabled|Single holder ownership|Mutable metadata
A5LCTQ1vJECCQWSXJYs3rfCoexctbUgTCAEKDuNye8bZ,ok,0,0,39.1442,55.5971,5088,2,6185.06,,1,unknown,0,101,Mutable metadata
AG9yih1Wkunf17yucoNYUacw4LwQugr2vWBPpHA6xz6q,ok,0,0,62.8224,87.1796,2802,0,5569.02,,0,unknown,0,558,Low Liquidity
HC2KyVkPK9Mc9NEFPUi43okhTYPa5fStk6a3Ci3cDbQS,ok,0,0,63.7564,74.2004,7904,0,13403.47,,0,unknown,0,1,
Bro4MuM7ZSWgGGhioxdMne8TwiZjKLJYK9eNQQbGEN9X,ok,0,0,11.0282,14.4146,1986,2,3994.98,,0,unknown,0,853,Low Liquidity|Mutable metadata
864YJRb3JAVARC4FNuDtPKFxdEsYRbB39Nwxkzudxy46,ok,0,0,27.1843,54.2498,39999,3,42369.79,,0,unknown,0,1,
EATGZHJViJsk7nEKkrdJicwNbfpkJfAtmrEmrjXR8NBj,ok,0,0,11.3792,39.313,28407,4,65632.98,,0,unknown,0,1,
5HJ3fCrCXUEEraLJUBLvhbNwSYS2RNzjuuS33FLH7UjP,ok,0,0,57.0793,74.2524,2227,1,1836.58,,0,unknown,0,1979,Low Liquidity
8qYH37jFCVbGSjQPdMsf8TDwp1JHTjU1McA8GoCCpump,ok,0,0,78.7967,93.4395,2837,0,6122.03,,0,unknown,0,1,
2J5uSgqgarWoh7QDBmHSDA3d7UbfBKDZsdy1ypTSpump,ok,0,0,84.7857,92.3271,11109,0,12139.93,,0,unknown,0,501,Missing file metadata
FuLH3f9TPxiLNojPBZxfaT5Rb5VFfia8hMzLo9e9c6CG,ok,0,0,75.5404,86.5217,7949,0,15986.62,,0,unknown,0,1,
A3t817aK6XkhqQA148bjXKWJMhBmP9t2d9caWvQNaHQR,ok,0,0,51.2467,63.9053,7486,0,7303.0,,1,unknown,0,1,
gr1qPTo3tpMAxt59BftQo2uSfRHRuUZJaWLhR8ADtwz,ok,0,0,68.6943,81.8166,5932,1,7138.98,,0,unknown,0,1,
J1YnyKzmxBwFkPftvZexnHTm4Am7JnmWydhxtXdwEmMv,ok,1,0,13.7711,49.5703,994,0,316.41,,0,unknown,0,64533,Mint Authority still enabled|Large Amount of LP Unlocked|Low Liquidity|Missing file metadata|Mutable metadata
DLvWoNT1d5iSX2T1aUUBzRdGbSef2xW3MwJBKtewVW6h,ok,0,0,58.8716,71.6985,4455,0,7008.6,,0,unknown,0,1,
JACSU5f2fCsQSCDNz1VX2Se4vmQyj8k5EYigD4RppvGV,ok,0,0,49.7797,70.4398,5479,0,16531.42,,0,unknown,0,1,
E3tHHRa9Y1TWAA1nPZo8FAyVFgBDnXrS8u8nmMShL3M3,ok,1,0,76.8793,91.2527,1325,0,3799.77,,0,unknown,0,51609,Mint Authority still enabled|Low Liquidity|Missing file metadata|Mutable metadata
FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg,ok,0,0,64.3635,77.7981,18345,1,13733.56,,0,unknown,0,1,
EjErrBoCw7eWYkMfimhPckaPSuBukyhUYwv2dLJYDWB7,ok,0,0,84.3889,90.1509,2817,0,6797.51,,0,unknown,0,1,
CF97pGa5aNhXYkERsYLbAZ1wyk6cSFrfKhd1ansRD3So,ok,0,0,26.4143,55.9606,29186,0,520.07,,0,unknown,0,2799,Low Liquidity|Mutable metadata
A2khRbhRJNrAEHj95htivC4cR4VbJwfssDH5FPPbP4m9,ok,0,0,53.8918,72.0529,17984,1,26494.39,,0,unknown,0,101,Mutable metadata
kNkT1RDnexWqYP3EYGyWv5ZtazB8CfgGAfJtv9AQ3kz,ok,0,0,41.5623,86.6488,6441,0,5.32,,0,unknown,0,78383,Mint Authority still enabled|Large Amount of LP Unlocked|Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership|Mutable metadata
J2LWsSXx4r3pYbJ1fwuX5Nqo7PPxjcGPpUb2zHNadWKa,ok,0,0,10.0001,61.9686,4034,5,15677.75,,0,unknown,0,12158,Large Amount of LP Unlocked|High holder concentration|Mutable metadata
966vsqwoS3ZBrHesTyAvE7esFV2kaHaDFLLXs4asPdLJ,ok,0,0,31.677,59.2514,1644,0,63.37,,0,unknown,0,68174,Mint Authority still enabled|Large Amount of LP Unlocked|Single holder ownership|Low Liquidity|High holder concentration
FwBixtdcmxawRFzBNeUmzhQzaFuvv6czs5wCQuLgWWsg,ok,0,0,38.456,58.4096,133462,1,2968.43,,1,unknown,0,1506,Low Liquidity
HhJpBhRRn4g56VsyLuT8DL5Bv31HkXqsrahTTUCZeZg4,ok,0,0,52.7925,73.0066,185492,20,153353.65,,1,unknown,0,101,Mutable metadata
Ffjrfw9phxYYpQc9fyYq5uRV3K6943Wzo3t9a1L4vfoW,ok,0,0,37.738,73.2738,4683,5,7766.93,,0,unknown,0,1,
DhTNFBp4NjaxWqf6LwG57GrJQZfXrso1qK9FcMZt9sv7,ok,0,0,79.5341,88.5195,2302,0,8887.91,,0,unknown,0,101,Mutable metadata
EWMfSJgDCE7CXDAYz3hbCaA7NsFHTnddySXx3shco2Hs,ok,0,0,27.8745,49.0123,12715,1,43386.77,,0,unknown,0,1,
FYUkUybywqUUyrUwiAezbvhTp2DUgx1eg8tQNiKkXqJ9,ok,1,0,94.8551,99.9179,213,0,874.02,,0,unknown,0,84936,Mint Authority still enabled|Large Amount of LP Unlocked|Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership|Low amount of LP Providers|Mutable metadata
8A9HYfj9WAMgjxARWVCJHAeq9i8vdN9cerBmqUamDj7U,ok,1,0,38.8513,59.4722,5239,0,78.22,,0,unknown,0,67921,Mint Authority still enabled|Large Amount of LP Unlocked|Single holder ownership|Low Liquidity|Mutable metadata
PRZdvhsihALAYQAwCaQYCSVTbkxfT9Fme28p19Np9VD,ok,0,0,79.0312,87.5471,4269,2,7636.79,,0,unknown,0,1,
5CqfXex1knfRiozwDtgFFNaiGR9TsmSUcWDNUTUGZQru,ok,0,0,41.1753,65.9922,19759,3,36420.94,,0,unknown,0,1,
LPFiNAybMobY5oHfYVdy9jPozFBGKpPiEGoobK2xCe3,ok,1,0,35.5112,94.7122,1250,0,0.0,,0,unknown,0,79169,Mint Authority still enabled|Large Amount of LP Unlocked|Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership|Low amount of LP Providers|Mutable metadata
DoxsC4PpVHiUxCKYeKSkPXVVVSJYzidZZJxW4XCFF2t,ok,0,0,47.8557,70.9993,8250,3,10431.15,,0,unknown,0,101,Mutable metadata
B5WTLaRwaUQpKk7ir1wniNB6m5o8GgMrimhKMYan2R6B,ok,0,0,19.9261,41.77,77546,9,212497.09,,0,unknown,0,1,
DUALa4FC2yREwZ59PHeu1un4wis36vHRv5hWVBmzykCJ,ok,0,0,60.6209,89.2148,1055,0,1051.27,,0,unknown,0,35173,Large Amount of LP Unlocked|Top 10 holders high ownership|Single holder ownership|Low Liquidity|High holder correlation|Symbol Mismatch|High ownership|Low amount of LP Providers|Mutable metadata|Name 
APoM2sXUzdRHTkUjXSsdUheX1wPPdP4HFLotmtRNMU8P,ok,0,0,26.4029,45.6721,15756,0,47007.02,,1,unknown,0,1,
GzWP5TSam9VBdPx2bA4US2E3sX5pP65JMZWCyYFY9ZbF,ok,0,0,93.6809,97.5604,1145,0,5029.82,,0,unknown,0,753,Low Liquidity
94XduSfSnyas7jAEFSJSXiCi1xQ4mENWcii1aCvjVuqu,ok,0,0,73.0519,93.0605,3269,0,43079.61,,0,unknown,0,501,Missing file metadata
8twuNzMszqWeFbDErwtf4gw13E6MUS4Hsdx5mi3aqXAM,ok,1,0,83.1297,90.0956,25728,0,154.08,,0,unknown,0,82640,Mint Authority still enabled|Large Amount of LP Unlocked|Top 10 holders high ownership|Single holder ownership|Low Liquidity|High ownership|Mutable metadata
GRJQtWwdJmp5LLpy8JWjPgn5FnLyqSJGNhn5ZnCTFUwM,ok,0,0,28.1397,57.0182,39269,0,395.92,,0,unknown,0,67815,Mint Authority still enabled|Large Amount of LP Unlocked|Low Liquidity|Single holder ownership|High holder concentration|Mutable metadata
BYATmZ7ry2pewxW3213sczJYB7ZJzPr921uvcRcJYYZQ,ok,0,0,56.9643,80.9063,4858,0,11882.71,,0,unknown,0,101,Mutable metadata
3wDQAHLuaaotFajeJXpJpNMio3LBhSTscHa8Xq5UwLo2,ok,0,0,65.7676,80.8747,5143,0,2707.13,,0,unknown,0,1942,Low Liquidity|Mutable metadata
2Zvo6bnwJtyXhsPgbcfajTrEtB7NwrJhK8mMmtEXvHHc,ok,0,0,58.6313,74.3282,5501,0,4405.37,,0,unknown,0,666,Low Liquidity
GgzJWhQWTpv2VHqvJnx5uEWQzNkfQSncDEWUdgQk4fvh,ok,0,0,35.1201,62.4586,40964,0,9825.09,,0,unknown,0,1,
CoRkC3r6MqYuTeMRc7D8JJF7UiUyFWurXGpYy1xQATNq,ok,0,0,83.6345,95.4822,12168,0,101189.75,,0,unknown,0,1,
BFpchrNVhyTRzMNAg9QkiZfRN2vqRBwcYoTX8qgkbDvm,ok,0,0,43.1468,70.0667,9783,1,18648.25,,0,unknown,0,1,
cozyLxNaoJvQ3KB5dCJdu7MoZiBpwBWGdvc4dkMXnqA,ok,0,0,63.0135,77.4877,2342,2,11776.83,,0,unknown,0,101,Mutable metadata
GfkfESc5A4EkxCGWsymNY4ZfkCDdvtB7ajCybLfYL1Qq,ok,0,0,15.9747,39.4694,4072,1,38550.95,,0,unknown,0,1,
GMEhF4sFXd9PRR9KJo7hyPjeHdcdg5yxTNP22KKNyWvZ,ok,0,0,48.8315,88.8173,4551,0,166602.34,,0,unknown,0,12940,Top 10 holders high ownership|Single holder ownership|Mutable metadata
A9jLULrDSYZkBtKfvG44w8NWzvCN6rGLpoA3hY7TQ85k,ok,0,0,50.5943,65.0283,6738,1,19932.8,,0,unknown,0,1,
5jFJCvNgg8ytGWBygoquaUC6bMZyr7C5jmGHECBzrxR5,ok,0,0,66.8362,80.2873,8976,0,13277.84,,0,unknown,0,1,
MELLd8PyFoeNW3D5VaUe7L96eZeihtrzgLWrbKz5DR2,ok,0,0,18.2966,99.9939,167,0,42056.49,,0,unknown,0,25975,Large Amount of LP Unlocked|Top 10 holders high ownership|Low Liquidity|High ownership|Low amount of LP Providers|Mutable metadata
xgWKZ2h4tnstP3NzGyVFgA6Adu3Q7uCBtiYt7cErPA9,ok,0,0,52.1719,82.5508,3203,1,7733.89,,1,unknown,0,101,Mutable metadata
2Pp6ebUvEL9YRTauUTmGTwYZKRfyQXGM9jE4S8WPDtEy,ok,0,0,48.9327,76.5192,23207,1,13272.63,,0,unknown,0,1,
9EPYaNqzJLSPSFH9aKSxn2EaJoxHS1oqt7pVBR3yivt,ok,0,0,67.7011,78.9629,9568,0,13456.95,,1,unknown,0,101,Mutable metadata
ULwSJmmpxmnRfpu6BjnK6rprKXqD5jXUmPpS1FxHXFy,ok,0,0,10.3647,24.8388,52731,5,347084.87,,0,unknown,0,1,
6e6rViDzavLRv56nvZye5UofrKDg36mf6dTQrMCoPTW9,ok,0,0,79.5718,89.9737,13337,3,18325.47,,1,unknown,0,1,
BT2apS5umybEthwy6xP5PfgNDw3ykMyxirY5XxZ7H654,ok,0,0,61.1539,79.4204,1788,0,5017.55,,0,unknown,0,787,Low Liquidity
LigMAx75tZtD9NyxF3VwYQuEsf4uWPxoHgXkeiA2TPu,ok,0,0,38.0728,42.131,2030,5,64657.66,,0,unknown,0,11100,Large Amount of LP Unlocked|Mutable metadata
EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,ok,0,0,13.7245,44.7612,774337,65,13067299.37,,1,unknown,0,1,
Dc7mzCE1aG8rNJUgD3zDiRPcgJUYKSybxBA1oXWqjLz4,ok,0,0,84.8145,95.6309,1830,0,4805.14,,0,unknown,0,246,Low Liquidity
BaoawH9p2J8yUK9r5YXQs3hQwmUJgscACjmTkh8rMwYL,ok,0,0,29.3931,70.0142,5748,0,41.37,,0,unknown,0,14714,Top 10 holders high ownership|Low Liquidity|Single holder ownership|Symbol Mismatch|Mutable metadata|Name Mismatch
CzLWmvjtj5bp9YEWkzzBnuWovVtogeuchFu5GeFh68hB,ok,0,0,18.3313,56.8641,2430,7,3735.07,,0,unknown,0,12167,Large Amount of LP Unlocked|Low Liquidity
GTH3wG3NErjwcf7VGCoXEXkgXSHvYhx5gtATeeM5JAS1,ok,0,0,59.7362,87.9018,46817,9,143190.54,,0,unknown,0,501,Missing file metadata
BfHkvKMEYjwPXnL36uiM8RnAoMFy8aqNyTJXYU3ZnZtz,ok,0,0,66.566,83.5106,13732,0,19445.62,,0,unknown,0,1,
