address,exists,owner_prog,acct_type,mint_auth,freeze_auth,supply,decimals,token2022_ext
8kgvTZnVxZQmQaPTaY1CzmHv6fr6iE9MBtzxUJhUpump,1,SPL_TOKEN,mint,0,0,499015070199439,6,
8khQQHULNfy2x8P8pSP8ufZZUCXNYiyygkyizg3T5pDU,1,SPL_TOKEN,mint,0,0,9193928023429016643,9,
8kiRByqMffVP4wftoEzKybeaucn5KytqGh2e4V9Ypump,1,SPL_TOKEN,mint,0,0,999999999992363,6,
8kidvHC4acp7J4u21kXUXhiSWAYY5gMEHrVgAtpYSKqk,1,SPL_TOKEN,mint,0,0,998654631557199,6,
8kinQQfYY2845wrGDF6mdDoUwkcwREeZvmTMaVzq7dEY,1,METEORA_DLMM,,0,0,,,
8kio4pi8qJLSfApato6HKUTnwAgSQJXVz6epQMbuGFDu,1,SPL_TOKEN,account,0,0,,,
8kjSTuAKyEriYJqfRRD2EU92qb3QiexibPcAf4RjxMV5,1,METEORA_DLMM,,0,0,,,
8kjszEBTNuFKroHPaCUfzvfPuUvby4cZPbWX5uq2pump,1,SPL_TOKEN,mint,0,0,994806123233100,6,
8kjw6EzRvyzpPjWVB5zyr2Aja5y8sHQ28ZPEba1KaP5T,1,Eo7WjKq67rjJ,,0,0,,,
8kmhFn3qG62aNPrR9Cw1K8k36gFxZsaKveUcpkss24Tq,1,SPL_TOKEN,mint,1,1,662903,0,
8kmkWWjef3WwtPih9an4fYUCwEcg4givrVgBtTJhEvzE,1,Eo7WjKq67rjJ,,0,0,,,
8koHjbP5TEh95N8UZ9Jv7u8mpJu3yoRno2ysPe8b82zo,1,RAYDIUM_AMM,,0,0,,,
8koMX4A8Q6WQHePSU6z4qcPzSi1zv2omvn2mSgy6YZer,1,RAYDIUM_AMM,,0,0,,,
8kogMJLD8b1JrXYbTb8MgaLBoNzCmtauncycc1SWDY1V,1,RAYDIUM_AMM,,0,0,,,
8kp7gVCTWVbNP257A7MHgsYheshqYGnqWbApS6f3pump,1,SPL_TOKEN,mint,0,0,997200620014744,6,
8kp9cbnGyA73LzaAPbR6Q3pcvwPwyLf8Vo47wHmZorUu,1,RAYDIUM_AMM,,0,0,,,
8kpsCuwMv8egUxBJcVbuZpuBXrvzY1CmLTR4iJcG5zno,1,ORCA_WHIRLPOOL,,0,0,,,
8kq2Vos245c5QCiHT1vZuTh4aM68wQPME7X9FsTyA3nE,1,RAYDIUM_AMM,,0,0,,,
8kqX38LtZk1pB7rEdYvhxgm3NZUSYfGW6hadJzcybuz6,1,METEORA_DLMM,,0,0,,,
8kqofdaioHCyVbDvn6QuY4L5zzCcujn2PnwfpgoowHgQ,1,RAYDIUM_AMM,,0,0,,,
8krTV1wM2SBsBuyh2TYShDbm1DRezc5GAKtGQGiZDWqn,1,Eo7WjKq67rjJ,,0,0,,,
8krXvBU8Zbth6djB779duX5uYUusn6psytCCesnXkbe1,1,RAYDIUM_AMM,,0,0,,,
8krsvj97sqEBjQ6yDTDFkqNdvUrxGh3hLuG5bAC4ifVr,1,Eo7WjKq67rjJ,,0,0,,,
8ksbF4EK5V3dNE9iFUv7YVH4fM9soDdQzb1mGfkuZhNa,1,SPL_TOKEN,mint,0,0,988028738154725323,9,
8ktmpynJLX5QfUpSyJTkVagjRnpDn4o4Nq4bZn9kXa66,1,RAYDIUM_AMM,,0,0,,,
8kutuKmoF5xY6pE6p8iWWJVZNtMKhEvkwMqHMKy5Bcm3,1,METEORA_DLMM,,0,0,,,
8kuukZygBXYndtyQm6WyGVSthoqKKTfeRq9jFUM6EQJE,1,SPL_TOKEN,mint,0,0,997608564248696765,9,
8kvCaaUmuLfHSwAQGrPKj5jViTGNJrzNv3GWQy7Qcsh,1,SPL_TOKEN,mint,1,1,11001081304120181803,6,
8kvGYkeqDnb21b2BnSb9BMS2gJSfqF91EhpvAtzExCfM,1,METEORA_DLMM,,0,0,,,
8kw5o1VqXGNXZT2xL1xuhx3JqvAWDM2ZNwJUoXZBcSW8,1,Eo7WjKq67rjJ,,0,0,,,
8kwfB2NqXKn4qaT4nNoF4ddaRy5UQND8yHZRDQ5FwTJi,1,SPL_TOKEN,mint,1,0,17277825404631526268,4,
8kxnXU1ZDXKpfvEbPaae32DFfQKMhT4xNDLA65tyoWMk,1,SPL_TOKEN,mint,0,0,721739119430517358,9,
8kxqYu9bvZTtdvDCTf2sQTC32e9Dw1gATSk7gLxW7nK8,1,SPL_TOKEN,mint,0,0,355575165248091,6,
8kz1c8yPBBJhCqKam826ALZRJchLS7D6XrUpMaRhEiKz,1,METEORA_DLMM,,0,0,,,
8kzPgGdKN9iXMVxyCn9kXvkqrzBNRCsDP4DCkY2bL3UT,1,RAYDIUM_AMM,,0,0,,,
8kzhCA5BSN4fCWbTZXcZA5Ggu7oZ2T2QUvWHZGE3fjHo,1,Eo7WjKq67rjJ,,0,0,,,
8m2McCJKJCzEiTSv3jmPARJ4id4wBqCcs2d42dpyFrbo,1,RAYDIUM_AMM,,0,0,,,
8m2eB8CtKaVB6unUPs3S9yubgKpshhbYcy4Dn1UTXgy5,1,RAYDIUM_AMM,,0,0,,,
8m2u1VEqpYz96uFqR5RcFNFzCgLvC95hgVzZfQMz568A,1,SPL_TOKEN,mint,0,0,9996097270041508497,2,
8m2ueUr9So6j7fzPTtRnijBNPsr9H1sgnnuYSxV2EHmy,1,RAYDIUM_AMM,,0,0,,,
8m3YntGonkbnDpKyw7o9XieSjV1D7r2CTo7iYKgpwUeX,1,ORCA_WHIRLPOOL,,0,0,,,
8m3dJfnChkdBBpEwxCexaEUTA15tMeqwEjrett1J6ToP,1,Eo7WjKq67rjJ,,0,0,,,
8m3oAbVfdJzWZGuRgseLQWr6opRWBVX5K76amWHLFUGR,1,SPL_TOKEN,mint,0,0,9992805592542,6,
8m5144dfB1tSTA5RFGwDpsqGdVoGLSUjUpERPy3JMMnt,1,RAYDIUM_AMM,,0,0,,,
8m5MaotGRT18bJrVXrKNcA9Q4o8wi588r3dXDYnZsHXs,1,SPL_TOKEN,mint,1,0,8513103255314379075,6,
8m65ss8LNS7LDAhqkPyVWaVMwNeMbCHhXTFXAv4oUWDp,1,METEORA_DLMM,,0,0,,,
8m6MhSUVrGAcqNt6U8jj6RgduU7JRKQ36DFVGWXqesbC,1,Eo7WjKq67rjJ,,0,0,,,
8m6SeR5ezhmwQYrf8f3GRBvHnTZAatNMN4W7Dy7xmtXq,1,METEORA_DLMM,,0,0,,,
8m75pnXc9ULzf6V3hAurtoFc9ZoAQiM14gnczjcaWYTS,1,SPL_TOKEN,mint,0,0,999336783746741,6,
8m769NoVEvWa9erv9dPxzHPMTH5AJFBdSPQxma2tKaMW,1,RAYDIUM_AMM,,0,0,,,
8m7WQKhoju3yyHbqm1FrqAmCKRL3a5ZqGtWuxnXtfxaT,1,RAYDIUM_AMM,,0,0,,,
8m7zVYgJiLrwnt3smXWk2hc53ta8JXCUHwnrHwKZU7EH,1,RAYDIUM_AMM,,0,0,,,
8m8UNpkQHGmMKcHCRJWQHUwjzSjeJqMGXmHDDmx8pump,1,SPL_TOKEN,mint,0,0,945541380582511,6,
8m9GZcqhBbTH6z6Ak731GtmMDbBE39GXpimsdCKvrJsq,1,SPL_TOKEN,mint,1,0,82364598900263870,9,
8m9Q6dwWoHSbmZzEoVegcjZaUe7R6UaBbws9hrvC4xxD,1,RAYDIUM_AMM,,0,0,,,
8m9fjYycXAFva1kScttQgsESVZT7yELhjZASqfHBuMa5,1,SPL_TOKEN,mint,0,0,999569977884436,6,
8m9ow4Pu8ACQdRFFZb98kQnKDcuTjQswBM6TPSC58imD,1,Eo7WjKq67rjJ,,0,0,,,
8m9qzsJkQ4af13uuP2q3Uo63N2dj1KjcwYBthnVWcLvH,1,RAYDIUM_AMM,,0,0,,,
8mA5gXMup6GzXwneTbT1bqbcf7YiJFEeEhmMs8GeQaGn,1,RAYDIUM_AMM,,0,0,,,
8mAPYGsQA8ad14SvdpukZfFBVCM1Qo4H8FYrL22tyfs,1,ORCA_WHIRLPOOL,,0,0,,,
8mArRDvVsV4BVJAskV5Gu2nJM43gsAZS1rqQ1pzxT8Vh,1,RAYDIUM_AMM,,0,0,,,
8mBJC9qdPNDyrpAbrdwGbBpEAjPqwtvZQVmbnKFXXY2P,1,RAYDIUM_AMM,,0,0,,,
8mBXpvZKu9AHfUjtMsYESrA5xYg7SoCyCN4NEaJGoqCm,1,RAYDIUM_AMM,,0,0,,,
8mBcHTxbFaoRfxHkUqZYxBjWjxAtXigN6RR6fPPgWVCs,1,SPL_TOKEN,mint,0,0,14000969929003790,9,
8mBcWQx3SYWNyoJBkx4hJuQzCBngT4Cr5JPCpf35RtHB,1,SPL_TOKEN,mint,1,1,983917356683083293,6,
8mCNKbPiA3nxGeGFuDGfmkB3eUudYVapajgB8FwSZJT1,1,RAYDIUM_AMM,,0,0,,,
8mDWyCfE3NPKkDRknsAFPkW2mAvru8XSCEghmt4Ykvpz,1,RAYDIUM_AMM,,0,0,,,
8mEYL2Yp8VCaczPtAtZCkyhV56AZ3AkR65z3UMhrEb6Z,1,METEORA_DLMM,,0,0,,,
8mEgRMwrkgfsuddDTktooesgUbcPTgAz4SbfoskKpump,1,SPL_TOKEN,mint,0,0,996159774983485,6,
8mExfzogyNvA6Aft13ZGYuRrTdttgZcwFf9YnVq5eveq,1,RAYDIUM_AMM,,0,0,,,
8mFZj8ymbsQN7Dk9bwS7eQaTKsCbmea8y9tTccBF5z9P,1,SPL_TOKEN,mint,1,1,969768629765956815,6,
8mGGyGLSkdPP3q5nbHUwPGuVpjDRAXarmqHNeH4Hpump,1,SPL_TOKEN,mint,0,0,999973930213979,6,
8mGpXugLyDWU3gzvYUzm2rLtHDiZDNUfaVeZPXQr3Z5F,1,METEORA_DLMM,,0,0,,,
8mGr64gL3k3Mh6hDXfxsrKtcfA95wu92aspVYyeGUaBv,1,Eo7WjKq67rjJ,,0,0,,,
8mGuMviDHWeMPL2HaF5rJYiYuETCA2Ja4oE2w42Wpump,1,SPL_TOKEN,mint,0,0,999999995956479,6,
8mGvwmZvvQGtFKDw14DvkSWhZ4hasiHtwq3MA5u3o7BX,1,RAYDIUM_AMM,,0,0,,,
8mH72zLZPVeW41JfhMwrkUaEnZo1fpUg26yqpzQhTmNH,1,METEORA_DLMM,,0,0,,,
8mHAk9sY8wY3xodCwzi3TizmS7j1QmQ838G69nTW96qR,1,SPL_TOKEN,mint,1,0,160772304994357,9,
8mHXT3Xxk43Mwog2jJjcEaPDkxpAzjgTCjKaMwbgHWdS,1,RAYDIUM_AMM,,0,0,,,
8mHhcHGgMZxEjATp7yvhHtemb4TfddY4NEcwBaoSW2fL,1,METEORA_DLMM,,0,0,,,
8mHwMCHPBFULJXYRCkfySX5JsjAQaPbZZXmUmgpZ7E9F,1,SPL_TOKEN,mint,0,0,999981957352665,6,
8mJSqBB24eW7naKy6bBbm1ERzqTdNDmn77FLXgVyUmss,1,ORCA_WHIRLPOOL,,0,0,,,
8mJdNPK6q7XCwi1YkB5jU5Rxf51EF6jjPF8dWjvYXJZB,1,SPL_TOKEN,mint,0,0,137460501467844457,9,
8mJueg39RbHiyfXYcjN6kaRUX7Zn3dXamw1y6d3xebUf,1,SPL_TOKEN,mint,0,0,2700000000000000000,9,
8mKpHc3E3kdmpjKHuna317TrLT1JK67WD498vxVUBLQV,1,Eo7WjKq67rjJ,,0,0,,,
8mLZtMR5j6wVLKQf8V6cyLPsnXyomWmvAy3ckjvNpump,1,SPL_TOKEN,mint,0,0,998169280933206142,9,
8mMCf3hx8sJkaTUDF2o4KqL2k719ma9L99ThNTnBTrNn,1,RAYDIUM_AMM,,0,0,,,
8mNA1hJczWQ12vAisjTpR2XobCNuLMGSkVzZdLFZfY3S,1,SPL_TOKEN,mint,1,0,7624134375623655418,9,
8mNGiwhVth8SxLA5NRoVKYxWeGJy7Vsb4bxbnPXVY8hu,1,Eo7WjKq67rjJ,,0,0,,,
8mP9CyRWYjzfjwzcEzYjYKb3eWFTHrgzhXH825zgmcEo,1,ORCA_WHIRLPOOL,,0,0,,,
8mPDE75gir1XZTKA6Gqi3CUiamJmDMihVTE5Xxs1HMfe,1,SPL_TOKEN,mint,0,0,887241758967162,6,
8mPqGdsgoS8W1KHr45i8agUX6aNpYpkpZk7GwUMvochu,1,SPL_TOKEN,mint,1,1,993197405432457368,9,
8mQvv5KQy4kDNhhS2zpUf3GPezDY95LqbxQK3UFopump,1,SPL_TOKEN,mint,0,0,998107225044851,6,
8mStiW6Kha8m3CJVutxTYoNrGNsj4Aa5k5yHQUvJEujK,1,ORCA_WHIRLPOOL,,0,0,,,
8mTBNHqPogRPfcEfV2oyUmRYe6fpwqahaU2ZQbyqgGRh,1,RAYDIUM_AMM,,0,0,,,
8mUimKri78hCNUVSTfRbVGWcy27V1U9wHQo54z9RvDfw,1,METEORA_DLMM,,0,0,,,
8mV6CDrAZAgLuCjXu74tuyqGajFGC86HgXCEDYpz5n9Z,1,SPL_TOKEN,mint,0,0,952632101888287,6,
8mVReRYNpp2Pf9ZFreBLHJkg1Uh2XmK5KkbQ9TFeGPap,1,SPL_TOKEN,mint,0,0,299827245759745411,9,
8mWmz5azA1o2oMfLvtRJupvtUVMsLE7GPysuW1QKqhgQ,1,RAYDIUM_AMM,,0,0,,,
8mXKR7EXih1ak8K9PxJhaDyYGharzS3i4hHk83fdyxgV,1,METEORA_DLMM,,0,0,,,
8mY76n2yeZVGdwd5maTeqpQfe1ZxeHM16J1gShZdixkY,1,RAYDIUM_AMM,,0,0,,,
8mY8bif63v5vAHYaHPhpob71K4uJsDKXVx7h9h1XmJ6N,1,SPL_TOKEN,mint,0,0,99730093562638,6,
8mYj1Hv3MwsjTJdDFdziXiXd8MFgGoQcAPwo7PmJsC2C,1,SPL_TOKEN,mint,1,1,16180686785357468400,6,
8mYm5pnAK1Kw1gXtVzyLJPXAUoD2pHtrKZtm44c7vmKR,1,SPL_TOKEN,mint,0,0,993405908272453,6,
8mZZQc9gAyu5P2Nn1MFUhtsaoxX9x8AujnrXfmKLLTBX,1,METEORA_DLMM,,0,0,,,
8mZmF4aqWX3RiCgxRMAfDH9Gb6xU2CCzz82thqZWq4g9,1,Eo7WjKq67rjJ,,0,0,,,
8maGbY385xdYyyd8W32nr2qtpeuVoAYWpHNBfpP456xC,1,METEORA_DLMM,,0,0,,,
8mbTQbZJNPom8KUrrsFPw2K1t3VCU4PrcubcpgW75Cp8,1,METEORA_DLMM,,0,0,,,
8mbmjWK7r3Fk2kvahdcrFHhdWXT52jf7mEgX9AC2Drrv,1,RAYDIUM_AMM,,0,0,,,
8mcgoJjJG1ob3Hk8RjzFZsLKeVxnE3bGePC2HEpHB6fi,1,SPL_TOKEN,mint,1,1,3877820017080629263,6,
8mcoWzFAMkpXb9vPPjtCkwXLt7BYDRbAYrkKCTo7x2dQ,1,Eo7WjKq67rjJ,,0,0,,,
8mdhts6F6GdjMdGf3rE9ctCmVbEQboJ8ZXtr2ZaXScWL,1,RAYDIUM_AMM,,0,0,,,
8mea1HPmAMrjG4ZzUpqhBPjYKUFCZUfyGxytr7qGQjgv,1,METEORA_DLMM,,0,0,,,
8mgHn81GzUZQKaEyL1r13vnSc4KTDKpQxYSsgrsWdKUd,1,METEORA_DLMM,,0,0,,,
8mgeCL7k2cB2KTN8NhD5biqvcbkfrmBogDpYoHmn5cKQ,1,SPL_TOKEN,mint,0,0,14094382651964794,9,
8mhgqK4gPjft6NwWVGCvM7yvKf7DXH9ygbQTCUraLkH9,1,Eo7WjKq67rjJ,,0,0,,,
8mhtAd9zFvNyQ6NexL32ttVmDKD8HrXroWet6gQcwfRf,1,SPL_TOKEN,mint,0,0,991534216344444574,9,
8miKUgiJ3Pd9WEMKJfCSftnvxGFxhQLNNRTKm5iL5mmG,1,SPL_TOKEN,mint,1,1,999556539181638912,6,
8miYFTE8gnJ8Csxk3Q282ahLEKLwprYFkP4z4BGFsYUE,1,METEORA_DLMM,,0,0,,,
8mjBcsSG63TFo1CPKkggunYwwLaoWmDhZdetZjoSCUyv,1,SPL_TOKEN,mint,0,0,988811370956340000,9,
8mjy8WjvPvSxPKpSdPdqs4hiRwNTkfCtCmuvhYQzE1GP,1,Eo7WjKq67rjJ,,0,0,,,
8mk5YW3uEdDbVYh3LNnfwuPT5VXJBEJqcKo3TakuXqqj,1,METEORA_DLMM,,0,0,,,
8mmXSZUvmdDkArk34eXL87hVku54f6uej72fH89jgWvY,1,RAYDIUM_AMM,,0,0,,,
8mmoSMCSwfV4XzU3nSqnVyc3q86vg7ogWwzfv3htpump,1,SPL_TOKEN,mint,0,0,997138492205317,6,
8mnCWPoiXKGxacY3JpJZk2jVssg46WvNqzs31yijqXGf,1,METEORA_DLMM,,0,0,,,
8mnNnQYoXY5Xnp5xp7uM68MkdLBcHcnUuE2HiRtBpump,1,TOKEN_2022,mint,0,0,1000000000000000,6,metadataPointer|tokenMetadata
8moTzd15jpgmPEUuQ45hdDHvcywwg2PSEzwcb6vGvz5s,1,METEORA_DLMM,,0,0,,,
8moxeLj7PbFv25FfgkSrZyccVfiSwrTjpdzU9iBJode7,1,ORCA_WHIRLPOOL,,0,0,,,
8mpNrRWD3r9HUgZ8ibb6epvzNRK21mPxNp4fAEBLPxRH,1,SPL_TOKEN,mint,0,0,50434348217231,6,
8mpb9bjX5WXkZ2AFAfVven7SFooCv4KpM3E8keh8FwM5,1,METEORA_DLMM,,0,0,,,
8mpmFJZ5EmghrpDJ5KL2xeXvwLGAN3AY6g6srdLVbW5B,1,ORCA_WHIRLPOOL,,0,0,,,
8mpwTpvym44UsveLMKfzJ6dVU34wUW6xCZ7xh5DoAAyM,1,METEORA_DLMM,,0,0,,,
8mq2np5SgMpJxZeNXjeoVYvjNWAnGKhYJU2Xj4GxFz5Q,1,SPL_TOKEN,mint,0,0,999333155991877,6,
8mqT2n2ptAAQdLdo2ECeCWFt8mAc6xqWUkaNrzStn6Vc,1,RAYDIUM_AMM,,0,0,,,
8mqsN4MHs7fiM8KyKVtEmSv7Vdv1zpRaQPLQ2E1c8fQd,1,RAYDIUM_AMM,,0,0,,,
8mqv9itJzPwuTHo78bu9tTBLwMWta1GgmpcCJWuSpump,1,TOKEN_2022,mint,0,0,1000000000000000,6,metadataPointer|tokenMetadata
8mrhAt7p449F7nrmHCXK8mRLv78MjCTKtPbeKjbQKezt,1,Eo7WjKq67rjJ,,0,0,,,
8mt5gwKJR3qui6fAhCxSEbnbcnGDL8y9PcYZk8Gu7wue,1,RAYDIUM_AMM,,0,0,,,
8mt88VHP2wyTyWRxgnbDkiZAS5X9DkX4sSyc6gERpump,1,SPL_TOKEN,mint,0,0,995401900649273,6,
8mtVCf2tJuJKbQvi2riASNBN1p59UJcaUHUZQunbLQpP,1,SPL_TOKEN,mint,0,0,569861011904888396,9,
8mu4cHsxSqPWyRov8i9SPCL7DXj8ykgE1bx43syw6crW,1,SPL_TOKEN,mint,0,0,99135649,0,
8muW8CiFj4ZSP2iQCJUAJcYpw6NfCynTNABvnrgLA5gu,1,METEORA_DLMM,,0,0,,,
8mueYWs59Q6YcUqGM6683Z1Fo6n3RuZcbYg6f7YS26i2,1,RAYDIUM_AMM,,0,0,,,
8mv4dLwe4WHGXaWovmMJeZWZh7fCDPSq5XLzeRS3r7XX,1,RAYDIUM_AMM,,0,0,,,
8mv5EdHChiE5gsrc54cEAZPh71HDQb7xGRAAKYU9qGsw,1,SPL_TOKEN,mint,0,0,983571604504090213,9,
8mvaaX7SFipdgpd9KBgusKiUsaDEJ2p3uqbg5muLtF95,1,RAYDIUM_AMM,,0,0,,,
8mvb1k5GWf977PtM9nNDADVaeiBfwBYbrUw4WR2pss9N,1,METEORA_DLMM,,0,0,,,
8mwEw5E4MR9dYmHNeDqJeMSJCvTgwj1HTbF2fsrifwSE,1,METEORA_DLMM,,0,0,,,
8mwgX2mqmnHuLz7A2DxRJrvk5XHSq2Vv7CTMMVGXrXSb,1,METEORA_DLMM,,0,0,,,
8mxtQNGLckeXZP8TAemaCnBtAevWTbtdSuyfqCtgvVFF,1,RAYDIUM_AMM,,0,0,,,
8mxzJd4ExNqGHokiMXZ2ogszAnyCrXf9VhttHf4upump,1,SPL_TOKEN,mint,0,0,999525684745556,6,
8myrEjHCa8QrMysHSxnMx9Czyf26ZzjyYj84NbWbjX38,1,SPL_TOKEN,account,0,0,,,
8myxnTJrf4d6MyJnvcdP19ZrYAqsMnfVdPppwN3P1Wcu,1,Eo7WjKq67rjJ,,0,0,,,
8mz4uT2ii8FBMfycigst4j5FYp9JTDWNwYH6B9qbRnHy,1,SPL_TOKEN,mint,0,0,955859243109509029,9,
8mzLKre8BKwGTvC94GEDkXHPi2gHA2e5CuNacKsmkXNd,1,SPL_TOKEN,mint,0,0,12978169239778806975,9,
8mzs2cZze5JJbK5M1NWQKCYekHYWS4ZxgAGPMKJGEkT6,1,RAYDIUM_AMM,,0,0,,,
8mzu4DysjPQgxxdqF8tryy69PvZNKEBvEeBpYQddaggT,1,RAYDIUM_AMM,,0,0,,,
8n13bm2sgCkhk58couB6vuyLJrBEy7ySkN3uAyF8HXv9,1,RAYDIUM_AMM,,0,0,,,
8n181ZF6DkjRFh7eKxPJ3kUjMgMnr6J87fNWRe2hfrGL,1,RAYDIUM_AMM,,0,0,,,
8n1mdrDxdK8fNpHAEpo6XVphW4T7oWmYLjFE9UMUZqez,1,METEORA_DLMM,,0,0,,,
8n2dkrFFiLC9LFGeWWDi3t6eSfRg4aKYuDwA1fdEmGm,1,SPL_TOKEN,mint,1,1,9355591503535528358,6,
8n3VqxMbKJftke6nMAy1pKjMzgpDkowUycHTB5XkJkgN,1,Eo7WjKq67rjJ,,0,0,,,
8n47qkeZoJ8ZKrKpqKDCS4wLwbVktMzN4eDsvD2LLe7Z,1,RAYDIUM_AMM,,0,0,,,
8n4Q8HZiWL6unanUxPw93i85WwCcUFsvDSPzURZkCBD2,1,RAYDIUM_AMM,,0,0,,,
8n4RcCT9KhXdbZjB9bwncnFaRcpPq35w4vVcpGhc5yzu,1,SPL_TOKEN,mint,0,0,999998673080599,6,
8n4YTJXWZ7h2oueoWAzrFs6G73kXW3cW1RcZAF9i6Zbr,1,RAYDIUM_AMM,,0,0,,,
8n4x3JFGcG1pbEFGfLQSdAGSU2drHPHCZ7G4ZXZsjhSr,1,RAYDIUM_AMM,,0,0,,,
8n5ijY7fdApYAH6KnqXY5jH65wuD6bvdZF2XH4drZ6GV,1,SPL_TOKEN,mint,0,0,9321113830987,4,
8n6HC6p1fKQWbvDA6oa2NenZXuYimbETVmVuyAjAQfsZ,1,RAYDIUM_AMM,,0,0,,,
8n6PXKUJXr83yHTrXq8LRtwnT34GPabqaXb8fVcNiTJ8,1,SPL_TOKEN,mint,0,0,999434731616582157,8,
8n6eqRFCHZ8vcgKna8tdHLQPG1haTH9sDQShv1pfQwSp,1,METEORA_DLMM,,0,0,,,
8n6ngdP716NgLHp8rPK8EJd9u2FvgtPHPDuFLzZ1LixM,1,Eo7WjKq67rjJ,,0,0,,,
8n7gtgSPedeoHQrcuqYoL3xCGMKveHurquTa3mMRnVyx,1,RAYDIUM_AMM,,0,0,,,
8n7kr216NMiK14XNTmPA88v6sACYS6YVHH5MpvDkKv4p,1,SPL_TOKEN,mint,0,0,861423071912025,6,
8n9jEB2LKZecmPAEZkpas28SKjMP2xHrKbaAt6jXr8Kz,1,SPL_TOKEN,mint,0,0,208002577,2,
8n9v2A7CLcF163ANaSDsq7WHCVZgu56YnWTXgKKxFRP7,1,RAYDIUM_AMM,,0,0,,,
8nAVQoncSik37G1wiYdiR3XGWoy4vJFxgGcUzkm9NokT,1,SPL_TOKEN,mint,0,0,461792604389594,6,
8nBVG16n7hiseqpgWu9datimzSPkkEgNAGkSEmjdTq5o,1,SPL_TOKEN,mint,0,0,772677257717809,9,
8nBuK81TsCmbspA7ejeyntTRHqojM3bzmSMvZRRNcho2,1,RAYDIUM_AMM,,0,0,,,
8nC3qEPgKQ1Fn6ixWc9tT7vLy9kga3ou7gPfQ4Prtabf,1,METEORA_DLMM,,0,0,,,
8nC44wWKMHfqMPCCzXBbwh25SkV8NwYxnGMWrmEgoM3a,1,RAYDIUM_AMM,,0,0,,,
8nCQWWKHvnvh8yPHdxsiSUXwutTb5n8t6RnVjPhKHJAV,1,Eo7WjKq67rjJ,,0,0,,,
8nDe9y3wbsURxSaX5ZKEpCTHBzC9Jv1qzTskPzog7sHF,1,Eo7WjKq67rjJ,,0,0,,,
8nDhdLxVXRpvM8wNc4e7osQagKGUbPf5fuKDGvBrppAe,1,METEORA_DLMM,,0,0,,,
8nE5weMSZfQLZp1uYc4PmAFT29pbrZQFD4qCAbPWm72L,1,Eo7WjKq67rjJ,,0,0,,,
8nEFHGZo6sUzBBouBxy2WUChEhoAHXuaHeprKJX4LqP2,1,RAYDIUM_AMM,,0,0,,,
8nEr1HPt1Z2TTeDCznAyeisJCaz2U4rZEPH44xP7oH32,1,METEORA_DLMM,,0,0,,,
8nFg7MSQnoNGb2uk2urEt2R6e4RnExFFd6D6yUq2YccC,1,ORCA_WHIRLPOOL,,0,0,,,
8nFzpGfWqSJwtVBpgvb6qGVyDQFgGeT3yi1XDDmyeNHb,1,RAYDIUM_AMM,,0,0,,,
8nG5SttMmWHjwhjPtfAE2kp6fotWBu8L9wjVJ91ETnbu,1,SPL_TOKEN,mint,0,0,21000000000000000,8,
8nG98PvKrMvH4NttJraEpZyHrdCFBchyHHuEVUrmSwb2,1,METEORA_DLMM,,0,0,,,
8nGA5NDcgKLb95uAwdgvMBsTC6dLwY1YCUsbwpFfoH9S,1,Eo7WjKq67rjJ,,0,0,,,
8nGvuskyQHjVxi1vM3sEzFCh8cvkXaoXiJW8g7odqMLT,1,RAYDIUM_AMM,,0,0,,,
8nGw9VHzwTBLcAfxWYnFLWbind4tJPSAXiq8nB89mx9d,1,METEORA_DLMM,,0,0,,,
8nH3cgSmHGXL9Ny5mp95YWyifd3Qk4Vd9qoAJHngXLcE,1,METEORA_DLMM,,0,0,,,
8nHjK5WqRTNrmbzNKnYvhd653r2M9Cjdbdm6UhYo3eEJ,1,METEORA_DLMM,,0,0,,,
8nJ76wCnqDK7REWwforxhDmvaF8bw8TPrGUwW3UNEeGk,1,ORCA_WHIRLPOOL,,0,0,,,
8nKw6Yfykc4hokyz8n172jJ2AdyPj5KzWYtfZwpnyYqH,1,Eo7WjKq67rjJ,,0,0,,,
8nKwFyJ41BoKKdTrfNopJKs6C5PFPZJ28Z2PrMmjo7y7,1,RAYDIUM_AMM,,0,0,,,
8nL56fDteARG2iN8e2HboFBrPpPnrcZ77ivcf1JXYMYy,1,RAYDIUM_AMM,,0,0,,,
8nMiZKwqjiuZqGho6My2frejvpygGLbaaaKodaZwXJ64,1,RAYDIUM_AMM,,0,0,,,
8nN83c2ZkREhVDbUmunWiYK9faejzPJb4iNyabRVtpuQ,1,SPL_TOKEN,mint,1,1,101,0,
8nNEqAZCTjy8Vdpo5zJNr5ddvRuR9GfaiQybybe1Jg8x,1,ORCA_WHIRLPOOL,,0,0,,,
8nP6X1ZSntTFcn7YDFVJegVdFVyUJWier1Z4Txb7JatP,1,SPL_TOKEN,mint,0,0,994667480196764,6,
8nQ9Q8bNSepfKSVH1GfMXvzQpWbi5Tqd1PmMbpgyfjBq,1,ORCA_WHIRLPOOL,,0,0,,,
8nQCj39gsTT51VAcidxvpgp3DTkhVc9cRvfwhojUzs2X,1,METEORA_DLMM,,0,0,,,
8nQK8znsxfUdTQajfHKqFcLiJwMmVeMxUGgRG5oHpump,1,SPL_TOKEN,mint,0,0,997351368071557,6,
8nQqJHyWUP1T5k9V8aNEPGanEsVLByePPG2CVDn7SeMX,1,SPL_TOKEN,mint,0,0,86546716842359625,9,
