address,exists,owner_prog,acct_type,mint_auth,freeze_auth,supply,decimals,token2022_ext
4QQMzHnfbMNNhiXoeKF8oDTuoH5UwnbqYXx758kdVCUQ,1,SPL_TOKEN,account,0,0,,,
4QQV4LQUUXAn1eN1XQGrfY65TfLe5STJcfsCQozqyb8T,1,SPL_TOKEN,mint,0,0,4499675410833638169,9,
4QR3g69u2wn1bcyE27qGjK1qZ5f1SVKxT6oy1RFMhugp,1,SPL_TOKEN,mint,0,0,434951380565776516,9,
4QRuLvHHw2ofeyCrX8kqPktWSH5a9pexZjvwo5B7gSJT,1,METEORA_DLMM,,0,0,,,
4QSG8UNtkHXjk1hitBtzMzTAVC1s1RhsqHprnLrrvcpV,1,METEORA_DLMM,,0,0,,,
4QSGL5r65prYLYMAXfsE5xS7Fn7UAg6oQpA5DGJ5ne79,1,METEORA_DLMM,,0,0,,,
4QSZEpKN6yV6nJWcX8iLwgfFBXY5anH7nXbaqLjLPaSf,1,METEORA_DLMM,,0,0,,,
4QSfTr6An6BYZWLiwgvZs2Yxvf45Fbpro3pris8fsSEb,1,RAYDIUM_AMM,,0,0,,,
4QT4cr5yTuCaTptHzMi3qq7SJwVBZWHfnaPWTJDZyRzX,1,METEORA_DLMM,,0,0,,,
4QTojDYG74t6TzPcFmybKcoM18Rvarx7so4P7aa7cBzb,1,ORCA_WHIRLPOOL,,0,0,,,
4QTuVjUU7p6HRSaXDis8ujqrPYXi5y4B9niaynUfgE4q,1,Eo7WjKq67rjJ,,0,0,,,
4QTvhq3ADBBsbhQWm873sz1M5tCv1HeqMRAq4dcsDu5R,1,SPL_TOKEN,mint,0,0,12392885287983,6,
4QUp4ACTE4SvsrE4TsrwYvLu1Dqg3R9t4vhZiPwxKzgP,1,RAYDIUM_AMM,,0,0,,,
4QUzW4fzrV3aaJLBPkhiQPsQxmbB2FBEBNkfdNL9uwwo,1,SPL_TOKEN,mint,1,1,81666666000000,6,
4QV4wzDdy7S1EV6y2r9DkmaDsHeoKz6HUvFLVtAsu6dV,1,SPL_TOKEN,mint,1,0,9948916835305435,9,
4QVPnbUmkQzdiLSGdTdSUxoNx6rVB9xSZVjLqFZrYgpv,1,RAYDIUM_AMM,,0,0,,,
4QWzfG5aZDC81JQxvaFgSYfsWoJda6Phdoic6CSbaaJ9,1,METEORA_DLMM,,0,0,,,
4QXimsMXJMEiMRGhvDSQCFfFznyd1fang5m2LUkisFv3,1,RAYDIUM_AMM,,0,0,,,
4QYL8qwtu7CkAJHuj1hxkkAMConMxeKeiBH7ymYkZMZk,1,Eo7WjKq67rjJ,,0,0,,,
4QYjfQYdhycSRg6ftrcMaMcPTxmHYeeueT8Kux1ehp84,1,TOKEN_2022,mint,1,1,1000000000000000000,9,metadataPointer|tokenMetadata
4QYkJ2xmWtwsBtZFrSc1Fr8zAyLEHELf3DL4EE98K6HF,1,SPL_TOKEN,mint,0,0,262326024489820724,9,
4QYomLMUbPaqrqRuF3LBbJjE1g1LrE9XMoU4KMuejiJ7,1,SPL_TOKEN,mint,0,0,993381322047750867,6,
4QZbdNfcCGQcRevZXLaXf9dHqDRZ39MuPMVD2WoHhxRK,1,METEORA_DLMM,,0,0,,,
4QZpeKfmQYP2meQEDpxGzxF7pPGuzoQDN4JNv28ydB71,1,METEORA_DLMM,,0,0,,,
4QZygdkDkLhe78aq3XZFcZpSf171dEXa6u4DczjhGGAz,1,RAYDIUM_AMM,,0,0,,,
4QaB6mCRCK4sngsV24dEtcXg7Khq7boav1ZzbBcYpump,1,SPL_TOKEN,mint,0,0,984924611289505,6,
4QaDznUN4EXsCZcahwrmw2L2YyF2m1Nme46tqyzvEMef,1,SPL_TOKEN,mint,0,0,9736223635309145,8,
4QauUk6b6bs16Ls2K89vfPk3p1Y4DW5Wmzfduk45kT1w,1,RAYDIUM_AMM,,0,0,,,
4QaxzvdrxS1rDxNgzkaQKfeJHbXXKEoJ5fuxKWigfY1j,1,METEORA_DLMM,,0,0,,,
4QboWcfx9JqgqpZZ5h22ZRiQqWK85VgzMrscm9Ba2TWE,1,SPL_TOKEN,account,0,0,,,
4QcNN6EdW48UuDaodUoD1QpXz1NXYpoD3twma3DuJWWx,1,METEORA_DLMM,,0,0,,,
4QdQy1uF2aAY2m9HYsTJkKwHGSYwCSiTq1yoKYWjEB3m,1,RAYDIUM_AMM,,0,0,,,
4Qe1NqPoZF6JPD6cevL7WBGixmgXi54eWKC97HTgeCjJ,1,SPL_TOKEN,mint,0,0,961154621605072554,9,
4QeK5x94xw6PrqJE6jjsVhswXN8qvsgCeqVyfokgpump,1,SPL_TOKEN,mint,0,0,998729714154890,6,
4QeMxgx4W4N1DvutEeCiV1SYKCMEvz7yLk5LKUxhqLem,1,SPL_TOKEN,mint,0,0,921091689878258278,9,
4QeXhVdxVn1zsq1uDfZN26SaRPKGTj7pPvTuxQtamBSu,1,Eo7WjKq67rjJ,,0,0,,,
4Qeszy4Mo2CNFs2X8DvnURfKS8omd6PjCnqsLNhiastH,1,RAYDIUM_AMM,,0,0,,,
4QfbDf72w26uTNUm3gLpB7tZwt1Fp7rbMLxNG8scHgT5,1,RAYDIUM_AMM,,0,0,,,
4Qg4RUzC4fXqx4vHDS5xYxazqZF1uFsyrnBiHx3XRgW3,1,SPL_TOKEN,mint,0,0,99820058002568020,9,
4QhizmTc1H3gqSRjmmaHaqpCnX1eN9kPR8TYPKRvJwvM,1,RAYDIUM_AMM,,0,0,,,
4QhwgNgyE7pNGhxVBXKkspK1JAGnsbe5YVM9VJtXr61N,1,METEORA_DLMM,,0,0,,,
4Qip4sgNjuG5NQwxprB1VNgvVp4KjqNAAV622pdFS4oe,1,SPL_TOKEN,mint,0,0,7000000000000000000,9,
4QjGc8yCvCAJD7gwuThDpN8GrqywQVpBibr6KfNjpZBS,1,ORCA_WHIRLPOOL,,0,0,,,
4QjT3nuyxCG5dcWYD44X2VBomDiyiykmMwnyZ3Jr9yVt,1,RAYDIUM_AMM,,0,0,,,
4QjntzEQECpbSWAm9VQ7hgS2yRPGzK9MUeGvVy12pump,1,TOKEN_2022,mint,0,0,1000000000000000,6,metadataPointer|tokenMetadata
4Qk4w1zsEurLDfQTn1HxWVz3fDrfqDejU6mhNLwVtk2Q,1,SPL_TOKEN,mint,1,1,7543141,0,
4Qkdo18prVtnfpCUeVx2tPGjbDpCQaoLUmvWXTLeJwqb,1,ORCA_WHIRLPOOL,,0,0,,,
4QkfqRUVBvyuF5NtXqJKqfZPKkPR6rg6vAoz4q1Db82v,1,RAYDIUM_AMM,,0,0,,,
4Qm6yam8amTRfehtbP8tM7HHbT7xEmJejumMNVVC8vYk,1,RAYDIUM_AMM,,0,0,,,
4QmvAPffMFAvDPfHPJg4aepGqCqHKfASGRAUqicSpump,1,SPL_TOKEN,mint,0,0,997888203737223,6,
4Qnw12LnwegicL62tcud4hjKADontLXJMcGsUvBiAwig,1,SPL_TOKEN,mint,1,1,3116031,0,
4Qop1uSgxbTnWU5WTb95da4zf1WRC5qWhzadGQaYpump,1,SPL_TOKEN,mint,0,0,999999999990000,6,
4QpEmDKUBZkGGgGH3DReT9dJJyWFSgzABX6EkTgqge4X,1,METEORA_DLMM,,0,0,,,
4QpnQSB7Pq9aJZcG7Bz1VnZmcacbzsEyrbWLcjDguSvx,1,RAYDIUM_AMM,,0,0,,,
4Qpzt2xnDwg1aQKpNgQT8c7DpJ6K3rH9LYijad6U11KX,1,SPL_TOKEN,mint,0,0,97534504921362136,6,
4QtCzuS1m8tPjTWUQPrGNL66747GnGed16jJ1TE71zLa,1,SPL_TOKEN,mint,0,0,9999164315394865103,9,
4QtXGHxVsWwpC927PBpvMw1jFPR9qDwFEfGEqYdRb8d3,1,SPL_TOKEN,mint,1,1,999579461632798473,9,
4QuxcqCaZymvMBVzkXopEEVKtjMUA1kGASVNJGDnNKUq,1,METEORA_DLMM,,0,0,,,
4Qv74xxE6VW3qNLG742XfQC2WNrHYMoKEAjqKf5iqVZd,1,RAYDIUM_AMM,,0,0,,,
4QvJgLigBEWNBwGgFESjTEn6T9MQKv6mmv8pttLNwr3S,1,RAYDIUM_AMM,,0,0,,,
4QviQWbVS286y5Cte4virPnmMQ2hHsAzUMUzCJffCa84,1,SPL_TOKEN,mint,0,0,1530229771684484761,9,
4QwaJNNK7NiX2PtT6bKLdPF3rkHMuR5Z3GECqvP8qjRC,1,RAYDIUM_AMM,,0,0,,,
4QwrVnrfq244AuT7obDdeqDbuiP9Tyft7PnNSW2NNNET,1,Eo7WjKq67rjJ,,0,0,,,
4QyegBoHiN3tZVozwoMPZxKvb9HFtKP6h9bwNX3Kf4k1,1,RAYDIUM_AMM,,0,0,,,
4QzFkfbcpGPAnkLtEo8MkQpuM7o1TVzaq5jEoBmyTXWA,1,Eo7WjKq67rjJ,,0,0,,,
4QzJqjUhedncg4m9keRmz7dAjfb9Et8VfBcMEew5sA1U,1,ORCA_WHIRLPOOL,,0,0,,,
4QzSfBswj8KpVgwBpNo1aPRYteajf5nFpExxuXEZZf7n,1,SPL_TOKEN,mint,0,0,99632071990308,5,
4QzgAShHHZJZqWQeZtHVawuPjVZ9cyo4QbpN3GbzftyA,1,METEORA_DLMM,,0,0,,,
4QzwA2AL7XnLy28rswdPaPV5ASh2cSLLLPbqc586VKhs,1,SPL_TOKEN,mint,0,0,995018827198214,6,
4R3BXbQ4adKjdbZjSQcLvyqYRX9g3uugrHRQjSU7xb1c,1,RAYDIUM_AMM,,0,0,,,
4R3SGLzhqjXhiTta3aeqY2hKVoNaTwu76wayPTTXs6tu,1,RAYDIUM_AMM,,0,0,,,
4R43SfxJbiFurLAaBbddtNzV6Cwu8ghcq5SNqKWVJiH7,1,METEORA_DLMM,,0,0,,,
4R4QTmz3Zow8LRiNbUbx2Wfi2vrwzx1Y9Um733aLa3zf,1,ORCA_WHIRLPOOL,,0,0,,,
4R4jNxjLLZJqfE61Wv48fkP3JccJmx42sK9JnrRjiQp7,1,SPL_TOKEN,mint,0,0,960393987825298,6,
4R5YKv1r5kU76Ukdjwy3Wj62aNSp6Es34Swm64Gq3Ti8,1,RAYDIUM_AMM,,0,0,,,
4R6cYDycvM1jNcWfcVEyPba9xysDpwqeq28w53Qr4EtF,1,SPL_TOKEN,mint,1,1,3000000000000000,8,
4R6fxRFX9J8NCsJpsjSbWGtvwm5EnZiUSJVNb7VjX3Jr,1,RAYDIUM_AMM,,0,0,,,
4R8ThxvDLnVKdZSZu8zyiABF6BBHYDi64s4yNn2jj5z5,1,RAYDIUM_AMM,,0,0,,,
4R9J2J4SdD72VoKBeRBkJVFpmRdWh29bTAKspkKbsquA,1,METEORA_DLMM,,0,0,,,
4R9RGkKhgT4qFKMQPocrmwkcphRgkjVTb5cbxYDpAceC,1,SPL_TOKEN,mint,0,0,961261570109891401,9,
4R9WHJmzLQRiJB2LaQ2135cGnP6C5JhabCXqw85Rc25W,1,ORCA_WHIRLPOOL,,0,0,,,
4RAB59KJkoEMQxSQAbWTxuPXN6Sc59t7eL6U8QVw2eQm,1,SPL_TOKEN,mint,0,0,999972840430635503,6,
4RAxQiJuscHbBgUwLS6Kt8UZdWwyj7nbDtQgg94tLjWU,1,METEORA_DLMM,,0,0,,,
4RBHBru5D33MYVq9ALhTMYoXJsMsCfpTYmoKqxsvcv4v,1,SPL_TOKEN,mint,1,1,27920206219800,6,
4RBYowa1YALHbPxQya2jo5WZ9nMzC9bM5WHGWHs3vYZ8,1,ORCA_WHIRLPOOL,,0,0,,,
4RBZ79qNFGcpZUApfFbh1WyKH6URBk6BHuiq6cSz36YH,1,SPL_TOKEN,mint,0,0,4861063449219129424,9,
4RBZro2HurMUjsJydx7UyPy7TgtNHRy2RkXc1TvFx8iF,1,METEORA_DLMM,,0,0,,,
4RC7sJCr6PmaTacQU2i5EPtY5D4wYhAoJHn4oRnL4bps,1,Eo7WjKq67rjJ,,0,0,,,
4RCSCUCkeQVvUsTcBgeJjHuiB6mYHuyngDV1XoM3hbnj,1,SPL_TOKEN,mint,0,0,39622054437549770,9,
4RCU8SoBzvYysNaQBAFpQMmt7LPQgxbto9uiuRjAJPpq,1,9W959DqEETiG,,0,0,,,
4RDN7ekFouZ5ZakztYGC29bea99ijatpkgkZnLHnw5K6,1,Eo7WjKq67rjJ,,0,0,,,
4REQe9irHMCDoWqL1xSSNrE65Y2JHXxawH79BYXnAX8o,1,RAYDIUM_AMM,,0,0,,,
4RF5D77SDsYhJnQuztVnYDMyngmCH9iFNcbrNyffpMLx,1,SPL_TOKEN,mint,1,1,7867969,0,
4RFRShqsLyfrHimNnJpAXQRzcf4ptR7zqHARCUhB9qaF,1,Eo7WjKq67rjJ,,0,0,,,
4RG9XfG9bi3utgUmaQuwkVRjM7HELksM2kKsweX2EZRh,1,RAYDIUM_AMM,,0,0,,,
4RGN5CaLHLMs54EaJDfBXFse6XGnDr7mnwGAbn2dbrcD,1,RAYDIUM_AMM,,0,0,,,
4RGgiAMx3YED2nPTvTrVuy7u93pw9AtJBQjGJ4gLiTiz,1,ORCA_WHIRLPOOL,,0,0,,,
4RHeKaknUMki72PByAFXa5VtbosEpRQsnA6rARq6nGkQ,1,RAYDIUM_AMM,,0,0,,,
4RJ3K3JRPYyFpmEYboFoMbpQfravq8TVfmgcCEsmVvvs,1,RAYDIUM_AMM,,0,0,,,
4RKDgELdmdV6Jb59MH8TLrQ1nvg6scvTdMni83Y9TMsR,1,SPL_TOKEN,mint,0,0,999999995190384877,9,
4RLc8zWwhi7Pq5Hmq6Qta183sU9cW1LCxedhMK9p9kJK,1,SPL_TOKEN,mint,0,0,979955479490432,6,
4RM63UqsNpqFhqCzgKEAMhpg7Ree72Y9q9R59Chmj1hB,1,RAYDIUM_AMM,,0,0,,,
4RMsDuJmkthitLuGMVCsQKLec8EKms8G8sqh8nPspump,1,SPL_TOKEN,mint,0,0,994761104742556,6,
4RNfVDau29JZgj749TGLzTnaoeU57JEdJohz7HsohfZn,1,RAYDIUM_AMM,,0,0,,,
4RPGDbizvSRH8w1GhkLnPEYuoQEpr2sNs9GNpuLepkZS,1,RAYDIUM_AMM,,0,0,,,
4RPGuJAkarmWvL5anKpdv5Ac196n4TnYNxNbbT7bqZF1,1,RAYDIUM_AMM,,0,0,,,
4RQduGHChntrdsQrLHkGhRHP1XKe5HH5XJgVVqquS2gW,1,METEORA_DLMM,,0,0,,,
4RQnzL1kuAae8etAhVMzYxVmCuR4YS3iDATTJZb1E3Vj,1,RAYDIUM_AMM,,0,0,,,
4RRQUQyXJEbCyyqT2mwgGkJjyWm6hHtEp6RQBPFd7QGC,1,Eo7WjKq67rjJ,,0,0,,,
4RRd4WrmYRrs7ZQrLyweQUjXJXEff2WJrBdhnsAvHnEm,1,METEORA_DLMM,,0,0,,,
4RRzXLqJoCXcoPgWSxQkZo6uTkFzJkQAqei7v3ySAwTk,1,Eo7WjKq67rjJ,,0,0,,,
4RS8wTRsfMwFsocShrhJpwhWu4NQEWWYZD5b2yzK99KM,1,ORCA_WHIRLPOOL,,0,0,,,
4RT2MCD8jS7SojvWzkChKLm4jPY4DjAFAbkhYRnnpump,1,SPL_TOKEN,mint,0,0,991969265301705,6,
4RTJDK1QNJ1A6ALpqX2QkAdKgsXh5LjF34k1UXDKPt1t,1,SPL_TOKEN,mint,0,0,903733042661913,6,
4RTsKWxGe5hwN73JtHqcUA6PyaApKaMDR7mE1LpjzW68,1,METEORA_DLMM,,0,0,,,
4RUh2e3zkqY61fosaRnx69tHoabwHvFUDncWfg8jpNsc,1,METEORA_DLMM,,0,0,,,
4RWWTDXJQDcPXmco7RmqrRfX2pSt1zL7f672kqG3k4JV,1,RAYDIUM_AMM,,0,0,,,
4RXqZUycPQmSRHJx3try3jhS441Uxg8oyDy5nXVFhuYj,1,RAYDIUM_AMM,,0,0,,,
4RYAFP2Y3Q5xLDwUExGUjvNnWjG9ScjvyS7xWSMsp6mg,1,SPL_TOKEN,mint,0,0,9992395758339708982,6,
4RYEBJHcof7amRy2Xrjgb91Z92mgQRXQewrdGDWsyoVt,1,ORCA_WHIRLPOOL,,0,0,,,
4RaduyuRkMBBdADnqt2rHBLbin4XmBEPSnkaNLyxyviX,1,SPL_TOKEN,mint,0,0,586012082302126,6,
4RbTBe8qPU994E4SceEyD41pu7raQdYwMZg6JP87Rp1L,1,RAYDIUM_AMM,,0,0,,,
4RbdKKGH3v17LogXu2Yy2fAFqwKoo8frjLNXptiJ1chn,1,METEORA_DLMM,,0,0,,,
4RdyA2XGc6v7RW1jcKG6AYDsjeUWZqkLHTNp2ghvdg7f,1,SPL_TOKEN,mint,0,0,999998557941026842,9,
4RedE6jkBz11zHp5kwEPuWJMi9BnRRUzSBqyR3jSvw7r,1,ORCA_WHIRLPOOL,,0,0,,,
4RepnbVWxKNtXmRzce3vL4Qei9x8fm3XeE3gMgbafCN7,1,ORCA_WHIRLPOOL,,0,0,,,
4ReyvW8kd2A4REHyDejUiNqrQ9Bbxg7ZM5c8sxKFr4Qo,1,SPL_TOKEN,mint,0,0,10000000000000000,6,
4RgJR5veQNYfFEWGoA2amNhgLszVFZE57xWGWJjETTXr,1,METEORA_DLMM,,0,0,,,
4RhEBgXb4xmMfpo5GqFbJJ4yR9xnhFe2GgPe1rC3S7zk,1,METEORA_DLMM,,0,0,,,
4RhrWC2AnQ9GfhnXtDHihaJjHXr1Ci8CXAmDm5HXgzNw,1,SPL_TOKEN,mint,1,1,19965,0,
4RiEpQVQaQA6vQFLcu8LLKFKfoEjueDzYLYkbKCeovPB,1,RAYDIUM_AMM,,0,0,,,
4RinHNBnVbqfi466nquhn72TsakwcbJqKHHiD6DtZsKK,1,METEORA_DLMM,,0,0,,,
4RjJPnFGr5UyuZr4dfAwMAZjZADvZmYJUphbXJUNXbBY,1,METEORA_DLMM,,0,0,,,
4RjbvcdJYVvziwW6JaVeJ2sD8wQrwXEVDA3hLQsishDS,1,Eo7WjKq67rjJ,,0,0,,,
4RmLtbUu48Wgj5efTZKXWT6shvffAPsGuTrKoqLhj8o9,1,Eo7WjKq67rjJ,,0,0,,,
4Rmjo1V7DRXKutEYKUD2MTW9ZKYKJk3cVSNZ9fWvfDD4,1,RAYDIUM_AMM,,0,0,,,
4RnHPa3Z1GrjvLAD48Z2aTbdG1KgM5vsXQzG1bHXkGL6,1,Eo7WjKq67rjJ,,0,0,,,
4RnuG66EntPsA19LPnFuZ4Wbo5uUTkXAaMcfo7za8CWb,1,SPL_TOKEN,mint,0,0,999999999999862,6,
4RnwBxhREQnpx9y8nmKmvxqCyRnrUXJtpb3kNNk2EJWB,1,Eo7WjKq67rjJ,,0,0,,,
4Ro3pG1XZgSJENfgCccNgQqrHYVqhHjwcL27oHmXMMTG,1,RAYDIUM_AMM,,0,0,,,
4RoD1a6hjCDtYQRC5G9KA6sF793WmQpvRD1hci5V7GBw,1,SPL_TOKEN,mint,0,0,996739107708,6,
4RoqpjcaQB45XePJkknBuyTqQhSe2b4rWcjSmNRdKBy2,1,Eo7WjKq67rjJ,,0,0,,,
4Rp4PZpR53SDu6xf1EEB53diPbc6iA36NCEp4v4Fpump,1,SPL_TOKEN,mint,0,0,993878211911946,6,
4RpHWYxrrdVzNMh2H8wbVXnXjaz7uqL2osY2fcV12cHP,1,METEORA_DLMM,,0,0,,,
4Rpfw4q2n4Q7uah8tBXBhiWCsQQurxtmEZQwKDkQmhGQ,1,SPL_TOKEN,mint,0,0,999999999999952,6,
4RrEAjH4NYnohuUCazo93hB5uwBPWn7KXZJqQ1s3UQQD,1,RAYDIUM_AMM,,0,0,,,
4RrETdzqKpz2DzPecGwS3n1fCZFNCgjpvDqYafcCUnmM,1,RAYDIUM_AMM,,0,0,,,
4RrrvzvUckQhQoSD4qyt3EyGNNU6kepfQgbY6ZNYAWFP,1,SPL_TOKEN,mint,1,0,9851964025171608363,9,
4RshpRny8LZWkThiWv4eeeL6hLDwQjFjAGSHdmEjGf5H,1,SPL_TOKEN,mint,0,0,2373411641011779395,6,
4Rtuq2RjfHh2Vfbcs4ZNLy2sHtscp1wyVckgECnb35AM,1,Eo7WjKq67rjJ,,0,0,,,
4Ru8tZjuuYSamNpc51zmMxrekwELmEWWEc5V83vRpump,1,SPL_TOKEN,mint,0,0,976136513297525,6,
4Rv4DDWw2eyeYvwLarPfAZNtN9PErXB9q7Au7js1Gw1q,1,RAYDIUM_AMM,,0,0,,,
4RvPzwjqej1hsUzUHvJVVfSaoYZYYrh5uwA4zbEwRuZu,1,SPL_TOKEN,mint,0,0,101547729559279003,9,
4RvYpQRgPQnybUbiCX9KkowsSu2soPQ2BMshFuAocBs3,1,SPL_TOKEN,mint,0,0,81710729611,6,
4Rvq4c5gGawKp1wGovYLnevKoSv4yFFmqYeaNLzgpump,1,SPL_TOKEN,mint,0,0,1000000000000000,6,
4Rw5P3aeTFGzAY4Z5xGbnMQDNVh4KgH85quNq7WL3JZ6,1,ORCA_WHIRLPOOL,,0,0,,,
4Rw8dGapeo6dviezobiQzsbAidDhix1biibGEyaapWHQ,1,SPL_TOKEN,mint,1,0,23365156323,9,
4RwD5o3DHkz4TTkMDPrFXsU21QDPffdLdFFqzqyq6nFC,1,SPL_TOKEN,mint,0,0,99776531615923100,9,
4RwK4ABqTAwEsQzttg3ZR3ec17WC7i9fBwbCdUdo1VN9,1,RAYDIUM_AMM,,0,0,,,
4RwLzyXcsNDeLEoPbxQgEngSNjWowPX5DEXLae72tKqe,1,METEORA_DLMM,,0,0,,,
4RwW5eqT8AXB8RBkm7k7gU1tUmmoGTAsgEeiG7kYRd8n,1,SPL_TOKEN,mint,0,0,9941343608418691637,5,
4RxNJ2JjdNCyEF7DELXurdQmLPxdFpZbx7KHP71Frs9M,1,RAYDIUM_AMM,,0,0,,,
4S21pNZkuusoYKETR7yFRDhUcUVKhjybgZYNyFBATmwQ,1,ORCA_WHIRLPOOL,,0,0,,,
4S6Qp62Txhzcj2PEMp6kK7K4em2fyn242KkDjmZituUN,1,RAYDIUM_AMM,,0,0,,,
4S6nnQNsLLzvUvhgd1vvUW4tdPE2zMVm6pMUZ4coDAYG,1,SPL_TOKEN,mint,1,0,89138987738760012,9,
4S6t1FrMngeKANSKKMh1CDVuZLBPazdqzRPN1xJgdzYP,1,SPL_TOKEN,mint,0,0,756872549570396,6,
4S7y4y3dobPj3VEqPtu9bitPJZeQswEq1eGLuhWUpump,1,SPL_TOKEN,mint,0,0,999948154427083,6,
4S9LSJX35A7rKDntgBup3vjYkiaVUKWa3PRDJm92pump,1,SPL_TOKEN,mint,0,0,997916243836261,6,
4S9Y3rE9wCK6h9xh2jqi7R5W9b6F42XD5YkMajgzF6Yb,1,SPL_TOKEN,mint,0,0,999007443460972053,8,
4S9gcu4WZoa6XoY5NEAi6f6XrhWcR7pQbLJRPb3HU9nA,1,METEORA_DLMM,,0,0,,,
4S9qbrBmqvV8whGnktmxwF3SN3cbTL8JnJ6YAxTqVWw4,1,RAYDIUM_AMM,,0,0,,,
4SAaqfpGgYdTqkySrsooZGezHQwWSXU9yt6dQMBFpump,1,SPL_TOKEN,mint,0,0,1000000000000000,6,
4SBcVyjRjJ3HkLrBaZqyLr4AQyxgkaJCKtZtL9Zr7GnA,1,RAYDIUM_AMM,,0,0,,,
4SBtsngjJaV5eWPBJk2khRiPC3inCQttMRQfEotjZKsf,1,RAYDIUM_AMM,,0,0,,,
4SCQzFAKfZxaruyZMvezqTSaBXzjsnzmTTn3qDisYGDk,1,METEORA_DLMM,,0,0,,,
4SDsA7ZQz5fwQdUPmUeRZe86DGNQq9fawsNWe9Dt2rus,1,SPL_TOKEN,mint,0,0,986890813891621214,9,
4SEjLa4v5G1AXkMcDPmpwcMvaW6sSxhMzNyxsFS42p3m,1,RAYDIUM_AMM,,0,0,,,
4SFvmAadfjqucuY6gnhrF383dD39nUXzbmm5LjoxaCUQ,1,SPL_TOKEN,mint,0,0,25165606876,6,
4SJ6mLY5E6WvwdD2bdBjKUk6zRfDA2Jrs2f33iWopump,1,SPL_TOKEN,mint,0,0,997960636263808,6,
4SJpzTtfKQ3ubxzfM6Zpu6MC9ZQaxQmpkgfL7nYhyNiA,1,SPL_TOKEN,mint,0,0,985760441713528,6,
4SJu39fU7Af7tpXXfnKW2PwU3kAXQya2LBBMLucUzNMT,1,SPL_TOKEN,mint,0,1,175919681392585,7,
4SK3oh3ELLirTdLYwNhDy5T53jYZ8iu4iT9cKNjy2vKe,1,Eo7WjKq67rjJ,,0,0,,,
4SKA2CTw4EY1SXrSM9Z4L7THvxRz2U3ge9ew5VrTnjxx,1,SPL_TOKEN,mint,0,0,1740527229814,6,
4SKEk5Uyx3acdMGvq2CaPKzi3DgiLLYmUKUdLTXqhuuk,1,Eo7WjKq67rjJ,,0,0,,,
4SKNeh9QZ2zx2AEZL6qB5iL6oVQAMJ5VyHdnmLBV8oxe,1,SPL_TOKEN,mint,1,1,1000084517220704131,6,
4SKeNytTbeFdzGWtkGax8JXVMt5bQ58Vp8cVwtvZ2rTA,1,Eo7WjKq67rjJ,,0,0,,,
4SLg5sKXo7gpXM3bSBpkQThUBjWRjXxecF2WZ6Rxhn82,1,RAYDIUM_AMM,,0,0,,,
4SLyk1H1HVfESCtpF6DoVoSTYXbxsXEEHjrKCU66NMbu,1,SPL_TOKEN,mint,0,0,999997763065438,6,
4SM8hahY2EYDT41VUz2C5C4sef61yiatYcGTDbqYNAtu,1,SPL_TOKEN,mint,0,0,1000000000000000,6,
4SMsH73JfLXpoLXpZweAMvBkpJDXwRgM8k2JeaGPdDoY,1,SPL_TOKEN,mint,1,0,51669,6,
4SNS5AnSPigLvVG216HKgu8cnHSf5dMHPWcMrpe9cQkb,1,SPL_TOKEN,mint,0,0,17962155147,2,
4SNtHdYwd8NewTTycbAByKE2evg1KuG1JsfHqRE4PGah,1,METEORA_DLMM,,0,0,,,
4SNw1q5yBd3K2UBgjMXMD9b2agBQBs7Qk6Gta4o8dovU,1,ORCA_WHIRLPOOL,,0,0,,,
4SPEaCGeZU2ZTTsWQqT7VXia5eeNcRTNitrpfM7SzDwj,1,Eo7WjKq67rjJ,,0,0,,,
4SPJXG56BB6G5VCYGKiK3Eg95xJrZvGfdPhC1KkJTCdx,1,RAYDIUM_AMM,,0,0,,,
4SParUbQe7UW5WdcGNvqJbG7QQizDE3wqBPUUfgtkUwA,1,ORCA_WHIRLPOOL,,0,0,,,
4SQ1xgHC56ACSFvrQfNNqZrSXio6JTyarj16pAJHvE3L,1,RAYDIUM_AMM,,0,0,,,
4SQKijGqakgvaGNwPCdiZYppBt5Zm16MQFGGCZ5V3qdL,1,SPL_TOKEN,mint,0,0,9993671887514,6,
4SQhnEVCiVC8E5HohCFkZLdThzddRGLymWpGattLHKh7,1,METEORA_DLMM,,0,0,,,
4SRGc2WdBmCsRUGMkGyJcBMdQ5hmq1ZYtsihvYffpump,1,SPL_TOKEN,mint,0,0,1000000000000000,6,
4SS6Tuz6CB9rYxy8akXoUsj5wMHyiXun5tHevaLNx4bG,1,ORCA_WHIRLPOOL,,0,0,,,
4SSaEcb4DiyU5UMFbpFgkvDdykFQkrTSXx8HnNeqWbXp,1,RAYDIUM_AMM,,0,0,,,
4STA3H5ASp68bpLgVNmymuhazwEpWSa5vteE6BJ1pump,1,SPL_TOKEN,mint,0,0,999938095299597,6,
4STFn46kCNSnCvVbfn9UB9dqay9HXSBpXVNCErJHq4Ro,1,METEORA_DLMM,,0,0,,,
4STMsPCztjF1XSRtKzQdZZqEZbEmzGdnVadTw37qMuSs,1,METEORA_DLMM,,0,0,,,
4SUBbivGMvMhem3ajVtkmuPvL4GuQ8kfYTJFuQfG4F8t,1,9W959DqEETiG,,0,0,,,
4SUeU2hwdm5dkzypiYGUAQmGs9eBQALmSg2b6baYn5Cy,1,RAYDIUM_AMM,,0,0,,,
