mint,creator,rugged,score
BDduXzfSM5R1SgLHXqLng6aFSbanYqqSTA1nQt3epump,,False,3191
BDnJtVNk4UUaWbhP7bnPAanrVkAsx6RV3CK5Z2nepump,GHpAgNrbzFoWpKnSK14uB6hCWHiUwUDAVf9o8uAq7LGB,False,24601
BE2PrEkT9eq2zaDby3oxd9FA2J8or2oWnvW2Fm7Tpump,,False,1216
BE9WCtE9p36RX4kmsN5VDd8MSc5QwJQcARbSL3R8pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BEFwum5Foqs6V547MHZCNDuoDcaqDms7T7gmmq5gpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,30
BEXKKiTPfoSP2H4VRWGYuuAMjyngUpNL6ExR4as5pump,4H2XstzxZc6Ui25cCr9MmSiorEjy4UvGMDAbR7eiS7dE,False,24601
BEaiwYA87vCHicdeAm9JY6uKNb8yFq9mRdyhsFHypump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1182
BEbkJRh1LbSdNqvoTq2CcUZkpMSGVtH7xTYqkkXspump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1284
BEk5erCFDjoVEZYUJV2gJAVrp6CERSEgtY7CsWFYpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,296
BF3bFzJ673A6csffgoFc6NQnzhGtss5kCyu1E4H7pump,8gM4gnxdLdkvifM9TCwkGAxrnNw4NiSiHbAdE1RqY96e,False,30801
BFBuggvTcexm4nZ8ZXc6UL9Pj8yNZjFzhY4FJtXBpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1397
BFHYLGYj59a7tq1hWZvy7hF5FtfZxFDD1bGxCFjGpump,EvaBHYznt1kyA8RUa8J37wnAJidvEsdU7pLPtmDuLVUt,False,24601
BFUadco9hktp8wrLas34DL5jmVYE17qYmfxZykV7pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BFmv2z1JwzmPoVYHatKBJf2msAqBkxi2gec74DP4pump,AiJEL2bdQrYz2ULbBwPyxv35KzuKfc3BE3PLNjKriQuu,False,24600
BG9hcetdStWRD8hYsk76daE2gUMYs2RYa7uDkwfRpump,FAzVRL76WQRSJRoVSt9LgvpAe26oKxXLRSQGzGvkH9S3,False,1005
BGMcGQee1J7GuxvLq3cZisnzbZGPSrtsArHRR5Y6pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1252
BGVeapWPaf3cZtWEjNHUbFJ5ksyhN8Dtw62Rs1PApump,HsxQMFvt9FS1NAHarh3psmzEHusBXpBw1MjLroqpBcid,False,1111
BGVjPQkv91GcM2wGETuF9MS35oUwuVGQLQCkAi61pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,853
BGaumRqjesfv7jHecTG4cZJNJKt4eJGpTPeFqt3rpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BGzKeCc7ge35JWuVZu4gx8KSZpBdLVBLrwekJhRnpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1105
BH55fdWWa3sx7L7N7rqh29CqFJEgyHaH1Gx7BS9pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1313
BHGyMSq4B4JtDjGDvaZ24heWBaunqgBLEMUK8793pump,,False,1
BHNpZPTiGHjxouF3Sanatmdc5RmSsX2Hv8JaVcTEpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24454
BHWHPFjYE5J73vMLJoC4yQqERjxwbcE7eUHQSyQ6pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BHknpip7ca6UeATDTRRSXtuuoBpBxZtVJp1SS9GRpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BHndNaFzUt8p3DrTXxG2kHwyMXd9SpGhma2RF8v5pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,867
BHneEj79vQxb2vF15883KH8UDSkoudxk7DS7QYE2pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,828
BHpcmgW7YGrw4Cqi6pvaG7Y7tnkm51LLVhKFmT6pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24600
BJ2GoKXvQz2UPmoHdZLZruJEhSk7Le4xr5f9u5X1pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1169
BJ8jZYDAUxUX9tbL1xc2pK28tK5KLp7S93CywiUDpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1051
BJF3HJKYtDidNsakkuTdrcb2acgrJABKjed2SNE1pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24601
BJUEZSLufVunBknwsjBz3hUZZYPDBpR5EAvB6U2Wpump,5Lf45S3RSUptS2CRpTn6unVYCacHLBKNF5YxCsnpcyhY,False,2001
BJWyKVWrBxdwmn9vPP7HndJTQa31BtSYX6fXivTJpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,850
BJaKkbTMEe7c9QiPwaWymApeWvY3druVLWN9YQyRpump,7xPutNghPJFtsK9RvZH8LkuRP3LvmuDrq7B3xwTkdmn1,False,2507
BJmRxUP4RRdoxjReY8sGW3WVX9tTKc1Tm1yfHgd2pump,48xJXNor5qQAzDL5WuTSYGPDTMNTPve94mWhPVFoVWLJ,False,1
BJnJAG1mx1DtWHkbvP1cx3DC1B4sXfMQpftNVDdGpump,FCyjcfAcg4haAgq8v9FncPago6hr5ZFF75LBqFKfv5hP,False,24600
BJowxCMNHdXzchdKJaVWHUrQAZekpWMqUUgMMHqopump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,737
BJrVmAAoecogr4fV5HFpfvTSyqDkPJLfy9pYbDBnpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,947
BJwcvCgxFrvkSKEo9U96JNtCAXA6KV74NbQfVvs4pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1127
BJwtQRj9vqV5PjXSjeYGbCzwJnZJewQrC7XdisFBpump,,False,32825
BK1ARSHBTDZSq2NmdRbQjEASs5oFccot2S1NeXcipump,5SwVX19GyRKMw5nmy2cjTu3CXziepRy7g9AWVUqLD1SQ,False,1
BK8bnU5rFJ5K1zu2potVr9DK9P5zqHJtsXLyhuU7pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24600
BKAXwhxf2Ch2PJjRmToWMCYToxgx8g4eLZPkQjv6pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BKMHt9gQ5Qna9JnW34JaaGapSDLTCiSwVzh2bBgypump,4LXuAPTnnbhByRQGPiAGKPVh5bcgCXhhDeUJwJJU2BhZ,False,2001
BKagqWtMznrijft77wCB7F9VmHLRX9vohGc5mopgpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24600
BKgYrhM8r8k1pZfsAEUp56jCYkDDWHznjmL5QwnEpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1164
BKhYJuVUohKPgBDgsQtB8PZD335u1M2TLcQHD3nYpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1132
BKkh2rhnnUK4dCznGzake9ec3rtQoTdLEV6hrwgXpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24600
BKsYn98jKUqWkiJDZctpmJNnXUgekxvSCFbwe7q8pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,533
BKv4TZ8vgTQLCgxqAW2cv9RNof7ivtEBh5KWAgeNpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,995
BL3B23KtJmLFxQ42xNDMFnttfdhKAGveDksi3vg2pump,DrSJe9LQSpNS1n6RkT1aeeMBJcc8gD3icXj2NaLZ1L4T,False,24600
BL6cxSy6jPNNApPERE9akyy2YiUTDThxyyWVSrG7pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,963
BLU6UD2PYWCMY6cwtqdsyoyRDFHpBAgjFzgNYYJLpump,5XQib9yoweAuc9r9XWgGcdc5cRYZwGFc3855iFeCTQjS,False,24601
BLVKW2uQp8k2CeNWCLJC6ed3cVHn6KR6aDR7v2Xapump,GpRWXzNBdbipXXq6xkdKih1GgXFPmVDXYa4gX23fbFxB,False,24601
BLVtBvs65UGa2sCGrSJ4oequP8GNw3VW7CyjSVZ7pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,332
BLdVQLXEzFzRJe9bXV9YoPEq4GKsGtgzGEefK9g7pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BLkRZsddWznKp2egihPYmfHjkJNDPpS5nT94UF9zpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1268
BLsQrnPmbVTQ1VcAyTuRWbRLsSiJPdnpjVbFGuYcpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,496
BLuFdjs86MHNZYDGdnGYU2TBfuLt56cXwNZDoabkpump,65qwGbvYj9cKADQMYfc8aBU6HzUbNavhbn2VXwQEW2h9,False,1255
BLuYi5WtwCkAVEgxwAL119GwzFHzjq6me3eWPW95pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,298
BLwGLroeD3NNoMvKYrZ8jB3WaEqiZ8bfpXo7Q7srpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BMH9PCU1PVtdZPet2Hmhkq6gP1R59GNLi9eVVcsVpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,932
BMJKL7brPC8dNf45JYCuh46ekNUkygpKMcen6xAXpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,479
BMPo3jjLgAvXNeq1eVcXfnpBKstEPF4HLqqCuN71pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1238
BMQtSJ5ZBTgZWsA6oUitYuhgeKUMRopjkqwenyYipump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1040
BMocPvavt5CLXvJpQohTRbg17WhPMfkFxibHEQpSpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BMpFQJXd7KBLJBp174fKCFcDxyrd1cTXaFvcudJLpump,,False,1
BMyJVxVBL93MaeRqKW7KKYxbQrzax62LdPe86uiXpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24600
BMzi1USc7bpgTg9cmQsSfY1ENupFi8vtM9ixpD98pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1214
BNSnYfmw9QU5SpTMyhTa7qEuW4uXLKNKu3wmz255pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24600
BNTwcKTLTRQers6wtwbHimjVXFMj66sTbcTqdHPLpump,4ZuBfpXAN9y7qGg1ud1DtD8BT5vF9zLcBLVEAco5gnmv,False,1
BNojPfwrPSPGupZU9uAxE6wHNcc2ajvbuKBt59YFpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,411
BNzEi4TpMDUjC1ejzfRZgKHak5ZB6QWC8dT7uLBXpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1076
BNzYj3F6gCsq3t1k5BooYbAwsdmKBEkyHH4QffmBpump,,False,718
BP3mJ3C9XXcuewUranJj5xuMJSkJS6C4aiG2L34qpump,8kQGk7Bdqj2mnoBc2Qew4F66XC5XqJ3yCiVVTFGmdNfQ,False,24601
BP7aRdR55cqWG8CeYMLtS4bciYtGjMj97s4wSQ8Ypump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,893
BP9uo1NFoh8dh7TeeDswyCwj2BUaNL57U8tPCCRFpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1141
BPnTp4SToj9899ynRWL9SnaxDuEjSq6bX9VYQsC5pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24601
BPuow17yNYr5LKqquVTGnomNEA9UmHc5bYSWRQyZpump,8gM4gnxdLdkvifM9TCwkGAxrnNw4NiSiHbAdE1RqY96e,False,2001
BPwpomV8hV7Wo16aH1QEAPQTmrJ22vfd9jNny9Fxpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,3635
BQ2cJxXLyWgtsFcmJSue2b46cHypEYPwK1JMURP8pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1192
BQHzSp5x6f5oFsE9jg3DWkFxpJ1uADXcNBKkeByqpump,Cwb4Fp7UgLwdr4VrwSKP8nZw4Cor4qFUz3E6DrbUqt8i,False,1
BQPg5peyfnu1qvu3vdoUwutCwMt2dMW9jLpcrPk3pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BQnpMsBDNAKxM2qt8XMScm14heiFHGLuh5zqbHVUpump,3RzDHbB9LZUXSFYgU43SYJZtCK1nNMCbvfpjiQkMiGVY,False,24601
BQp4fqvf3cUE4CVH9FmueDnmvyMMoVa4mSLrS4ejpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,670
BQpGv6LVWG1JRm1NdjerNSFdChMdAULJr3x9t2Swpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BR75ur2ZK3ivXoiuh4uzho1pBzXakXjz1T4C2q7epump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BRDRpySxyHAJR5cb4eRwdq97hvPGqujwc9nytCXBpump,5TqMrQV9sPF8vJwbL2tf97Qs8MXFJYHD2WZfCQUrNE9j,False,1
BRDsXXhZu8gRQi6yZA3UJ3qGrGkC23rUvU4NiJcupump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,515
BRKBmMreW97tPTsEB4Zr3HpMRjaGi3TPBxaCdfczpump,7PdDfkSEqTLhRhWeVTpJBBUmJDrXUiZ6mnaA3ArSDv2t,False,24601
BRYxV8xZBv4NRa4SiHFekTUWgvRutpiLiRBm11espump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,916
BRd8F16kCcbKmTYQgPK61onbb5M53JvEyes67KP8pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,14500
BReSxAuENKLu9ywQuacupjDy5qPzoZQ5HfcoYgVipump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,169
BRkfhLhq1m7BnYRUDRTugxGwJUoXQ8gbUmwo4W6xpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,991
BRnqHaRjvkhsvwT95Gsu4WfSPYbUW1EidK1KLpiwpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BRpiE4Ubo6Di4BvCfGmDJhbFYNVawZ7YDDTnbhQspump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1167
BRsovoQE6Q3HQLkF8b3hsQ6J1im76t9rhQ3x5Hf4pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,250
BS1K7qhK7FWXuJbjeStX9HzxSwpUJV6kZJJ82hFHpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24601
BSBu5icVT1ynAK4zhMa6Rma4uNR56t5PDjJxpsaupump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BSTPcW6tF528YGd4ws2A31RokMDbwWmxcTEpEqbjpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24543
BSUTPseuaYdHYhEffR9EfTsUen8ctLKbmL21166xpump,9r7PeL82ycGLAVU2AoRfqk48Qc3jipx2PRpcQyqD2LK5,False,22372
BSfHiYJLdDGEMagyR7rTSrdQ7QoHJmn4LLZU4f5Rpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,634
BSj9KiyQDhgG8wMFaxRjqji895VaAPe7xpjBffMmpump,,False,3820
BSpuhcR4o9DpPEwRCeyrJCDq2GcBRutH2yvdiA3ipump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1109
BSqMUYb6ePwKsby85zrXaDa4SNf6AgZ9YfA2c4mZpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BSysrEMzdixF1dS5JsTJjqcnenxZmH4SxHxa3WN4pump,3E1DXzaqN3ajHShwpwznKsXfRfuyW7ZjsuvUCqM1MUZm,False,24597
BT3w74Q4SCwGnCJFazfsyXgyvc62bM56pjD2s8CQpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1116
BTDMKY9t4TjXAAHZMeqaonykegP15kEjeR2ZWVypump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1074
BTJxWN5xNfn3xyJBNY3quseqhLrwTStBeyrSxY8Xpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1266
BTc4dYjp1vyJ2NiK12DcNruk5q9jhUpRonUESXV4pump,ATvCGRDTWtoUuLK8MAzNnr5Nw8Xzs5Mpjsdb6G4m25ha,False,1197
BTdGTUjHz5FUSf91Ufo9L9r4LFMTRhE1qDtvUUfypump,,False,1
BTnK8Mx3ri2xEaA6WKiZ8ku2fmoXMQrBmRj2MQyhpump,7yCS68sk5T8LEgsL4JWWCdEBm2ZphNdnSDmU1zqCiCtj,False,24601
BTuxQAitBV97ToisLZ41j3LmUUN8uBXhRPQf1Uujpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,26601
BU363VDxqWziQTUB3SfAqk67xbimUGHpsNxmQGi6pump,,False,1
BU7zw2GvabhqGnrqMMH1m2KabafehanDmtnrCSZipump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BUEK5njZjXMb7oNjzknBGzAHALsZxHmFnMiseCvpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,858
BUFwTy6qGVU4ivgxrQt4h4CFJctKLXeaPD2LGq1Zpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,3110
BUUX7NhqxdTAv7TG8ds8LWLzCMb7fgpFY5a7GNVbpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BUVCPxMdJAUhQhJC4gQk1pbWdiNTTFw9ZJ9iZcrQpump,HCVYbrpfEAprETiSQbsxW1qtiip8e4vhTzFfQVeSF9ec,False,1
BUf5Msz5J5MCjXmTp4KCHukXoCcUYUuVGTGZEBQwpump,,False,24601
BUhKum32LdwybN8vRLVLbUkhBGW2tQv4uDRudnvQpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,492
BVG3BJH4ghUPJT9mCi7JbziNwx3dqRTzgo9x5poGpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BVJpGbQ5R5DhZCZXdtx8gJaXDKuuMoV48ZJ4U8Z7pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,908
BVSzADoP2ep29WrLj2QmLqK7axWTfPHXiJPfjhSrpump,3ikPyw1jr9sRRF8GWE6vhexc2Uz2wcoZr2bPHMJJ9Rmx,False,1196
BVdpdjYZPGK2vP9Ty1ae5DgJDVX2Vw19PBAJ7yzLpump,Dtohe6vgVTBLV7TFTCBw3urt33j7ibbRB9nXkG2mR81w,False,24587
BVeZxL8uQw4QWpNc73Br1Vd2DRmMVzA6AdCxChUqpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1233
BVhVgtWyywAXc5E9Yhx8AJWBnEz9nVYCFxQiWwKdpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1148
BVoFXcjNSQ8fHGNc2aeS52rLXwag52PHK2aQJsrkpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BVxi7Le7GDcdiHg5teDQZKHhUC1aaQjy48La9yMPpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BW2CTev9vM821NsEZYZifbdyMMY122eq827xr6G8pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1054
BW5fhqwnFhg7cfYnW4ueGYaCPfjDZRGJZq21fdTtpump,8gM4gnxdLdkvifM9TCwkGAxrnNw4NiSiHbAdE1RqY96e,False,2001
BWFKLaEYDoMDYzZRB2bYLPhMJTycD9voNihvSL34pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BWKyFgvQSfjNRbidRJ5CtuphashZNr3ba7oe9cjZpump,,False,1
BWL1QKFPU4TDovo9ixctdxQmfjJtADLHCmQkrDDCpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1217
BWUNdqDYWZz6sWrDRkxaupa4Dv4kBgi4DENT3i4spump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,823
BWWWurbodjGbovFetc3FC6oSbqkdoE62E1XqZ7X4pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BWZTsjVfLRcMVXpWxDFHHX7yQJw8aZ9Yq7PhbUWxpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,498
BWbPMroFZPshDDmmZBVsYHB594LoqxGvnWiLefDDpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24600
BWeF3qp2o1zHfpt85UcdnXKYJFsS23MMLtmdJd3Jpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BWhdJ8EEksG2kKD1yJE3tjpvVcqgQpY9gegANP16pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,518
BWn9CDHu9xrZmdQym6NACHjuBw6hJEDGnTgxudgJpump,8gVngaB89nZHNxiaev61X1z9ekQXkFtDLJ6FktZNfgRX,False,10960
BWnQqgY4nbBxuLr3r9mtLXNAqMcRg6DGwxCZJjjApump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,713
BWnRJRRSXjYFTeNFhH2WLMJYD1gZDEJqWD78vMptpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1279
BWqHBfYUo8pgPRFYKFjS5HXQuZwJpsHaaRcfyrihpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,428
BWqfX3zdf444ebqgRZ4Rjpvt8rYXEVfmQ5Cyb41ipump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,797
BWy6ai3ZN9E1gunLQYsAt5zitGMZDuZ4fZqfKWMjpump,,False,1
BWzZQswJRUh5aHQ5P6txtgC2GwYdmJ58ukwriUFFpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BX9u8C8rn61PFu2Daam8AoczvgpwzvqNbC9mXHDPpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BXEapawFFdP9iRv3LGhXC9kfRY91pevzpZnUqsmZpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,69
BXFD1Dd1AT87MADC6SYZ95QQQjrTKEnDRwvVhAiLpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BXHPjMMg1w7re5CcAumtCfhAQ1SzLexeqeA7Mh4Vpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1005
BXKpcs9iHeZYvGtm9iessQ8Egdt8MVJXE9Y7jcPMpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,36066
BYMCXiiA4om347ChR4t6bYHzkKJwnULLAg72BeDdpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BYRqBasySaH6ppDtG1H4rs7fcmtbRnbDvZCc58zypump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,539
BYmt51oZ1UQKSMdTQTpUXL1JZhyv8hAfWD9st33tpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,2350
BYps739kxjZfAck8wnh4fqa1MKcjHTgg11rhPC9tpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,826
BZ5hNBbKrrNPxVwKFmosuLwpGDFMKUJ9RiWrCXBTpump,AQ77RGmD2TaYJTyBwvxkL9fghk6Ma2puczVgo3ttuMie,False,1348
BZGqY1o6jRbwSWuRHSgJptaJZ3Nn6rhsqzCEg8Ppump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1057
BZLt17zCJwbyHmNxyEhNsTkhhohYbd1zATFSGiippump,Bnh5FUngzxB2fyBGmSWgf5UBZLsjkJKZpFKCL64EQQ5y,False,24601
BZUTP3S9gfNggGjAyaVBwgLYjbtTo6cjTZJ98s8Xpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BZVZFqfUaV2uEsBU9QCcVgsLJVMy9UCcSVbryzAFpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
BZW215nxTGpbw87TUQJJpABGTBXeXqfjxjDYyrjCpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,527
BZaCC1NHAPsByYLpLQ3CQF4vQJt3sShjNWLLAKFipump,EdNcBDUFQaTxuaaiFfp5Ss4EanvuXtpGV9ZZvFFVRayd,False,24601
BZda5Z1696daohyT6VFcBy4nmPEVF2Kba4gSAYekpump,6nHFBYETHHaAxfmukLRFLHdEwCgKL8dYZZvFxuzYPPJr,False,24599
BaUe7Q7m7CddH9NpT4WsumDJx9K6Hn4KoquDHgLgpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24601
BaY1AKJhocqamC8vxXYYZWgB5CWwC73XFoXny9K5pump,,False,297
BaYqxPMmduCb6whaFWkaEUxQNeUhC42gP42RFtT5pump,7kbyyBBX3JCw2eAUsTCyun8qC1rGkFU8MDTKsZCmgxAd,False,1
