mint,creator,rugged,score
3sCrAAjgrY7jXd82Qn3LmLqrgCAfcTFExhwpb7aPpump,2vCCutwJsKn7GETEyLiUL9XrSWXUfBTPgFpUDkS71uV2,False,24601
3sfcaZL9cqfjR6tEVahZwidgLpSbzLxusjDgeJz5pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1007
3si45iysTCBXFn8jz3PnR3qL1bwGSuBMT7mViHL7pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1047
3sk6T5gzpvPcvGDqXC4erFvrB9yeJrRJniXLaH6Cpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
3tU9kFcvG9RAdZUDykRqe1whZv6yvUNgCXMhg5Xzpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
3tXhY2j4qV75AKWEapZho3MuSJxMdiFz5SHmKKYtpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,437
3tjYEojjq5yD5ask6MKC2nA4Ben5bAYeheMbSRVjpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
3tpbcxSggJDweShf2WBRDBpmsPUq2pvCuvpSR1bApump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
3u71eCa7bnL6h8WeAzoMtLVJN1TxwXpctHUNpqXUpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
3uACFSBwdR3rKpG8TSnMWVievWJvSJifWXGoET5dpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24601
3uDKiEg7BofYnBFWqtXvFvRbzYJVgVd8ur1Lyzrrpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24601
3uHqdUgHvvXTpNN4nLemCueazKMTNtwBHeA83fUzpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,674
3uNxf2hcggao54SBopACzsUV4VeDUxY15NbmUv1kpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
3uPW1mS73MsFahwTacQb3anDRRVsuNxJfswzMAsZpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24598
3uPg7L1n575iWD6kKGGGg7etcGurS9UsR1tcs7b3pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
3uhTiRkZXCdM6mz22t3chUh3hFpJizoRGXqwX4FYpump,7VqtRLJnbfTpjtj9tXdSobcjm9uzWMRFXWwh3DSKEiYs,False,1
3ujDC8hzAzh2PPSNrK8ZuSzji9YpMmNafTMcqsTCpump,,False,324
3ukzVXdDBwyPP3vDFMq952iGZC3B792FqMsE4WXcpump,4Q1mftLTedn1GpiAUTqtMyAbgh9Co32dK9ycMLo6qjSH,False,22859
3uqjKwjE8zck5NLr8Q9gcFYq3jHAnMgveQDQig5epump,8wsi9TnodcpuLXQEYiMP2wLhkB1scGACocBBdXAzHVi,False,24601
3v6p7vVrwRpn36bJU4eTmoqcLcD8jRXWLEWT3kUmpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,56
3v9rGfCdw316M1NXiQUJejfZzyhAEyDemS1F6rK3pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,255
3vGjQ4GeLmBmdQ84YHWzc3pL8he9ykgpXA6Hy9R8pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1003
3vGs1dmiidggWcPgJvFotGeWpeuyJE3qVEVnhHqupump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,3720
3vQrMByMk3iuidz7LKsGXxb5CZtVbVqq6gRC1qvbpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
3vY5xXt92WsyG6j3DerXNVcJWmcGdZ8BGAQCPv3ppump,9QncS9eLWZxcjSfYpQ5s3JrUqTg2M2wwf2BWzi94eCjH,False,24597
3vbGujksP6Em6QusQtZf8v9NV1Goqbn93cohuxZfpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,732
3vbKBHY6MwfyxAsJ27okp4ydx1hxrvGMz9Rq3vxjpump,BzZAu2gRietbf1hziENk4JPFGEnAAQ3fWFt4UdR44GKw,False,2001
3vqVdScEVGf6UfZ7UyAaRvMFufJUap3Q4dpZcMDspump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,651
3vrC3YS5V7Dctb9VmETPKdJffKoVbtxo3ECQg98Spump,,False,250
3vzLGVuVxVJYAmjd4jT2n4zh6DZbQhm198pfEQJopump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
3w7FiYj14PX9veCsaJ4pCPgDqbjDsL5uRXwNSwmhpump,CpysPkQecQLDE67anQ15UyUscEHUmRjWyuU6cqwvbqEn,False,1
3wJ8vbpzdXnWL2SkB3fzkdKgyAUPaK98BD9C9B2bpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
3wLSMqYbKdTrkuUqbiR511rjAVCBSM4VJCz1iia3pump,H4ydQC4TcrUtGoMGCqZJxz8L8aeSDPJCsDPpEcwNWSNm,False,1
3wRJVAPJhPnxow8guuvcAxgzBJqbRm3DH7BSa2zppump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,468
3wprogsPCgHH7YpcsBfujfj3a5Kz8Lunx9HxtZSupump,52mXWzgdyhTYx5nBPxZEDCUn8RP6oPszZNrtBRiYAsJs,False,1
3x3voLjP3DE6QnyjrbTvFrfWPrD5DGzdeE2dWXt8pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24601
3xVRXiLeoCDrWvCPFobdrEorrGc4RSddckbUiunfpump,8gM4gnxdLdkvifM9TCwkGAxrnNw4NiSiHbAdE1RqY96e,False,1
3xZoug5Kt3Tyx8Cro9fb7otWr335Sih94Q61RhGXpump,,False,12
3xckQouCi1rTmdqY8AsMymhFfkY4KEryxRDK6iaopump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,865
3xgGLzZQ5DH6DTXgsCRYuCkCgHQaPQdLB4SpMVhVpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,36095
3xhDkG9BgTBnwM5D3PACpJxwtmJ1Py9LzpvmkD67pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
3xv6pWP1oVENMkZAASxoiAF4dFH9PGVtDnVw8xrbpump,,False,1
3yNWL7kmuwVW2fLNfHD8w1yqxKv8LNF4abCrM3zBpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
3yRUnUfba3KB3BnXQDy9iaR9Pn6cguY8Ug5RV44epump,,False,1
3yRv5NsdUMffhri9rhcoiccqBbWYf5XfoTDqomgRpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24600
3ySwvrJaiNshXxAHYWRYr4wKmo8Y1NR2ER4UwrQTpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1100
3yk1JVt1WKt8hKsjy3mF5kgx35ew5fP1FNdi9CSUpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,9
3ykfVTBhroDFKUxA648R116VX7gn5Cob91VLkM3Fpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,608
3ymdPBp3LjxEsJpytVAKwzUAt7jSdVgCoHVXXBZMpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,218
3ytQ1uY1XVJMuXcA5ndjpjA1aQ7etcHQCyqzuZxupump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
3zBtwmHzT9zyBRvTH6cr2sGDRvFenFBmHoR2u6Dspump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1089
3zCmsp5KgbB1eiuwLRjM38RjT1fWVjwn3FaNwHzipump,8gM4gnxdLdkvifM9TCwkGAxrnNw4NiSiHbAdE1RqY96e,False,2001
3zmTDxKuANbHWtkLCKLXEByrrP1PqCgN9wCqk2ePpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
413KAV5kzA1t7ThLUbzHMv97sndwP8V3swM6YZ4Epump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1050
416N3SBcLsTvPqiP84YDGXzCK3Av7BHGcRFEYC42pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1289
418QJC9cHmUXYFDEg78bAZE765WS4PX9Kxwznx2Hpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,537
418topx1oFJp6h1nm1VmfKbRBKoapDoJ28bMbPfXpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,35875
41AqLKGzecdnvkcGYy99Z5zSLWo5MTgcVPA6jVEjpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24600
41BkV65rJDvxZcLaFwMuewsiQ2G8eyjbigSnYxL7pump,5jbJLRyHWPXN6p9S2VtvaB9yXAHRhd8QGGwSzEgDDvG2,False,2984
41DQrwTf7QtceSoXSnHH4PbUoeRkWCoNKVBHaYEnpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,565
41QCKGk3EMdchNZyC3AePSFJjmto7HtM8wt9UroGpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,599
41W1AatR6LdjRz46kqm1dXLkHJRQkMdQ5kd4JPDdpump,4JhB5ip7rugPvhJtPaMfx11CdLp8HrZoEKs2evwNiWZZ,False,1326
41bebSEFcBAY4Pk5k3uT7ZMYAjJJUrUb3gdEWvt3pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,255
41jR1mZw9N78srX24fkFzmzGBn7xy7vtTZgVNTfjpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,342
41k1ZPS2vzjLadeeSkJ4qTMbK9k61rGDBXHv8FEspump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,868
41ogcpM8btW6s33SVNM7spBAQQm1ZVdmuDabLLi9pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
41revsxLUZnoiUQoMT9eBVCzi4cs8Xbs48rp53gcpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
423yKbP5Uoz1nseTd3pgbSnZ7C6QbuvVTbaLPajApump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,305
425rDUqu1jvVYznJiLteUftm4pGV7mZQicgMWvJKpump,E7DY6obGmjFGnC4iNc2wvSxEy74xcprKeLtqzDf7j4B5,False,24601
425uGp1Y2zs5RbZxz6LpZktwwyyP8fkYB7spFQoxpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1154
42J187iNjH7r7tEXwwz3QQaCfeqExUW5E4NpBf89pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,765
42foAVMuVrRKLFUbFGEhox8SQqqitQzrWtTojnxLpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,94
42kQcSb1gkrqfMHs4gjjid4q3x5nhJ3ypHTHNZ1apump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
42rVpDE4bafataiidy9HVSJxukdB7UJNhS7STJUmpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1246
434NsHiQ2sAhF2JPP2JmHwSFenck86tGdbTvrXrCpump,8ZBthcveCCKsVaAoCxU5XLdQVUidiCWUJpAm5Zwqm8dW,False,1
43BFhQSbvXUFSDwBiNbTKSVgwkT7JGmbwGsgJszqpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1011
43LyexXpJtFKrr2S2cB2U9ykVygpzYLAazF7MJ7cpump,38rc27bLd73QUDKmiDBQjsmbXpxinx8metaPFsRPSCWi,False,24597
43SCZ3dDQZ29BKq5uyozYf6wxgJiV73APKM9S2jepump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,992
43SEuyqsUmyKiKVQMLHKA1mcosKQ12tiYPQn5oBupump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24600
43UKTULPFkHd9K6a8nWjjwtisEgWRWPoD6ocEmH8pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,898
43W3kda48Cxi2Xhxz3yHUtwgJnD89o2rQgptEXDopump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24600
43Xrj6bpoA3T1WFugPGbV37EpBD2L9eHWPC2XWTNpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,377
43b2WtokZQTt8wJ2Z6xDvq3uaBcZPdp2bvxBXfg3pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,131
43h2z1BgBp9rGyRZePsVsVSVoWdWSv32sLWzKuodpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1506
43kDpYJVBx8ctbyvGPzfBdrLq57w8m4JYibd8tUfpump,Cci7GLZGMxYtyzTuDeWAtrHnppouvwJRrKjBPt6kASbD,False,647
43sHukKdcHswwGE8NVjucvEkuqahSaTaX2LGv4yppump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1184
44DU99qpTde742CqSqasvcMi6i7zVZipbCzkbs61pump,77AnWmATbGbHhx1p7kdie7VHq7bvWEPHfwQTvVqGzj41,False,24579
44MyuCTePMk5aLBrR5gV9Nc9hiPaBhKdk1Ltm9bzpump,91xszAXY7SPcCuFk6UycfXbARAb7fKU1JDef5MVJc6KW,False,14597
44T9jZdUnKpuDHWaBB87JmxXJsdoxJSWXjCXxdx2pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
44cdaSsGYWAU1HxosBzkBRVcq22TtAQ4windjxr8pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,984
44ez81AdhpJoog1ArPE16qLnrh5iEJRR81gEhdg5pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,934
44uPypuyR3TSzfvXeKEcKfrBkc9oFeGeX5o92Nyapump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
44vUT784AtRVzS7Yxp8en5LuHa1HibECKpTkrRespump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,323
44xU5EtqPdHkzuZXTFzFhFYkJGrPu8qVmhbQWCe5pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1136
451zhKaaoX9jt68s5rWpmSKp8uKSu9LZwNmsj5XLpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
457PbiajA8Tsh7FqS2Y68ncdXcGobkeLT7GP4mYQpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
4585qPCgEq4cN9nYMm7dqhfMwuVzqrQyGnQFMD2Cpump,FYxryXMqxvj8ZJNhSbXkZoXjZ6b1eTmATmuVfmmXBfZD,False,1
45F22Qsvn4qvRu1mYC7jUfBEQbSshN8tySsCkcz2pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,816
45KazKCKmd1ztNnLBubB6MxEUw6zai4ZY1wpFCuNpump,8LEJ6v1SvMQDwJedPwfBDcruATHsAfZFverWGXPqk5z,False,53097
45Lyj9mAFftxGivG8ytbFHkEYkAqU4mGcqruVys1pump,6BGpEMyyv4Af37s57PrtuWCmrihyeZziA3e9ub288wyk,False,1
45PfAFkRYNAE8fHDrjPZAFJBNQXB9HZjQiiKzVZbpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,349
45QasSARsH1hYhm37ryQKoxxUUdDRAvZaehiKS34pump,6c4EVmZMeHNpkhRTsEmPmiueTT9nsqgyjaYDkcmTA1D5,False,1
45SbFRyLqF4ixURt9LEqqedPHxrnh3VbGdVTmQ3zpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1129
45Ydy3MMVjmhF7R7kZ1j1BT9Zz7JCaspp27tkG5upump,3vuHc54VhYe4gzD6az22KcfN5bErXTPgD7eF5SbhUJUj,False,24601
45mBwezkxNN7R5zQHwNmrbw5wu2UDMQ4rGM62G5tpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,539
45p464XsobFHW4jjaLK93SoSoHod8yDwHzZGmn4Epump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24599
45qtxSm6L1J1RPRrcyLgdjjjgESZ9M6abrzpEG2Lpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1249
45rpJUMN39M2QfjCJsas5iqmdF61ByD4Wmn6oSMTpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,783
45xUQHpV9fF8iN3j4uyYKz4UwNNDcUfTZHRvKgB7pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
46KirRwaHxiVhLCapkqPj1M7urYChzmkGLRNyuuzpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,776
46RN3PxRWtoPhu4jeA7WxWR5MAaLh6cm3S1kYmu8pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
46rUTKS5y7tLBAhsedScMPULXSnFFZpoJTXwfQavpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,320
47F8NBNSJ3XnckW2XW9eSD658PkVpSk7XJV5LCZtpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1177
47iiJzWmt2fSBko81qzYWCyAZrJURMBFMVTZeWTfpump,6p2YyFhhWYQLnJfhWZK48Kz8Njjw9Mzo9TnLYX8Yu19b,False,24600
47uYAPNpAMJrLLxQZ7QQ9F1T6XBHqfPHLTfLsCCapump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
48UE1jHd1YRR2EpTnRXi6dA15eboq92jm1YusW2epump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
48dCUfTgRVFgzM1CWNeC1sokmcBtMAc2e3f7wPJGpump,6hZaddmXGuLQMABr5H2Byu74YbjwyfNbS8jazLQPDmXN,False,24601
48yNDqabAvGNfnkhadsV1MAvtp44fFDdHBRBdFhvpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
4994XJ88RjBS5SKv7qSe4fM3qtPRYzqYBQLe4NRDpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
49HfsYrFpBp4hqp9YAvaKvPDCS1NtbdbmzKriWYGpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,2418
49JTBLngcyajewHqW3PhqNSbPf7HQN26esXWoV7Fpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,811
49V1xDGTBzFLrvizZu2gg2dGu19SK8fbxdjmMP5Rpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,325
49a9AB5YgsdwsPiHhbyUiU5iZvQKKJanZXpBLxW2pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,213
49fatGDezfDdJPuLphbpEahD26RMMKN5kvNBvdMQpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,927
4AAmyhuio2bi7wGaPh1W47BD44o2YHrqr4WUSGpSpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1106
4AKYKa4JLKQau7m8B7hmFdN8ur1SvqUDqJt6D44Npump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
4ALtFjC3M3Cg8RiooUoqzDGXCpgwb9csDEHiRaT9pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
4AM2LPxSmDxD1c8WyPWN2i9dKo87SaYHP1fPSdCopump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
4AZ3WFnLtMt4XmK21Fsu6SWgtgCifBxPMWDKzxYLpump,GEJ2kXnVeiFpYKbWxRdcvmJkmr8wNzbrQtTnGJjaXJBD,False,6949
4AjCRbHcAf7didh7EHBdWqqeECwH9LJqUYBhmgqtpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,26601
4AoUaXuSmTrq8jRktFkubqWkxSWXR4DqH8xNgek8pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,88
4B1Jc1mzd5TzhDABZhyX2853u7MnyKFYdvTq8xRwpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1143
4B3NXEKgsT9hsadpCKNEwSXj6aDqwR7iqe5GzvgKpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
4B9XcS9pq8Dz5Xji5M8hSMssme7ScNab4crAuLeYpump,EzePKE3cQA9mzTEN2EcFSxWfA8w283eqpND9s1Wnvb27,False,6713
4BRWKX3b8Kne17qtaVyvYNWgZPTiNTdEiz1uW2mgpump,,False,1257
4BRummYdfvoEGQwYzTSmn5F6RyAFdrHUTFkeagobpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
4BixQEY95hsjDXWEPgXfAKFnGV34dNZAjrPef3kkpump,,False,1259
4BxdvsJJkxJC4Cz4XLgJCuRkJVidQRV9H3CXBAmkpump,EvjBJmARLxo9HQGjvGrV4AW58dY5pNHkmwrTKar24W6s,False,24600
4ByDSSiRjxHJMJj5jFgk4p9XB3Suxi3Lf8DWMW8upump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
4CAf9VYx6jsMUiENHtu6TvQdGfjt4FWMrPCYkknfpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,24593
4CJ1bsJpYpbssGbmDxf5EcWBBg4eijbzmn46a2svpump,,False,24601
4CKWBjXfAZNDyMDeMBPDx5gfcuHdFYDu2QfuqwWSpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
4CUiCWuAsVn4nCMf6ocNAwFxiJTcgpsN83P9MJwHpump,2VQqPaMnzrJozDpSgGuNdLMqYoNWrpp4P3EuVoY2TMDq,False,24601
4Cnk9EPnW5ixfLZatCPJjDB1PUtcRpVVgTQukm9epump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
4CrXYGNCwWGr2MjhJJMkxk5ghx5NDTV8KAzyjhEmpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,26600
4DBgRWs63QzBwj71Qxiiz49DUZJi2QgUha7cbadepump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
4DEFCb5t4Ww2YScco6mUhQNCpkB76ps1ev8nbNfvpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
4DQK2qavwTx7yH22QcUAQa13QcuTqjXXPDPhqbUapump,GTtEDgRKYU6Sw8YPeh8TbbFgdahUt6u5zScqdKTtrzsQ,False,24601
4DQmv2z4s8kMyZRnx44kWxzZ4qsmB6WwWPvRFk1gpump,9xTgXdgwdrYUjGxNFpNXEehbsKUiCCa6VKQqfB6uYRr5,False,24601
4DUMGk8R9YXCmuv22AvFTDRyusrEwj3bKcVzfajwpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,333
4DZDcJhePBwcoyp7AzY4vMo8391Az6LC1W3YdyCYpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,200
4DqJg1jvmXnG54PTcXY97zbEELBFNte8AU5ttjD4pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,649
4E6r1gFfeS4ESRR8hdgSB7dJ9HbiFzB1tJ7dYM1Rpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1155
4E71o3tpn1PyUHMTjt3eYgkwswBUq1ZYwd4eP3erpump,CsPmNmZd35yuymLhkDcZtc8RApRhK8M8EqQiJ2LPytn,False,3089
4EFD2ro4cS3iRgnqtFJTVvCh8GiCGHDa5hjGmVz4pump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1199
4ENXgmtjzrjC7JjodA7VUToAPLjW1SMEhkT5uZjspump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,935
4ERBJKY3NnF2z718fQcFm9Q6MnHirZHXVrdpVbhwpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
4EV5J6yQ3RDRGxQaD9DM6Kahi7CkNXp1z81nZmCTpump,AZonYneuTpmRz3ZFSQm43qMNX78jxqhQjL6vNnshxmTa,False,2001
4EaP94xmUctWPMDVh2GpvDsr4Uu18inEzM85VNqZpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,521
4F179EXXA5qahQkHjTABYi5Ci9UFcQTZfa9jogUBpump,2B4xV27efg5iHQcMk7j3Cj3aa7GtQm6aoqVwpkYBNyFj,False,1008
4F62j1QX4uotvMihctmMPNe6NbLnnZUU2dAv7yHHpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,661
4FGx4d8jG9eXLX7Ag5T5BTcx6brpnxzXMgjrQN2fpump,7i8EENrs9nL37TzTX14EbRJGS1joYLQL6HeQbjJskXrP,False,24601
4FRzvry7yzqE4Jsf17376c9XDLJZsvgw4WQGAgjqpump,HNfwYzjzd2KJpabUhzHgkPeY9e31YxTnXUPfpewrTVyq,False,1
4FVjgGkFhmjWGrfvKeJy4fUn2LZj3XZUFT9jf3Bopump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1069
4FXm3uodVkE5Gsm6xFiCsuhx1yhCixszVypraeAfpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,433
4FdqyFg3rYs9NRjC7shGmSH7YG4iQgAPSUyzDkWxpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,False,1
